 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,5.557582901,1.88E-15,6.01E-16,2.85E-13,4.19E-16,1.813518209,0.75006434,3.37E-11,1.459142101, 
00:00:01,5.418500004,2.49E-13,7.66E-13,5.01E-10,1.03E-11,1.949480068,1.104414397,9.04E-09,1.50410634, 
00:00:02,5.084823763,1.22E-15,5.15E-16,4.25E-13,1.40E-15,1.816605836,0.749209696,2.82E-11,1.461128608, 
00:00:03,5.022645748,5.12E-15,3.02E-15,6.09E-10,2.79E-13,1.812584198,0.74756792,6.25E-09,1.459120003, 
00:00:04,3.470451129,4.24E-11,2.88E-11,4.64E-09,2.74E-11,2.389526778,1.502848107,1.91E-08,1.489791564, 
00:00:05,1.206614395,1.71E-11,1.86E-11,4.23E-10,4.27E-11,2.790485599,1.489913475,1.24E-09,1.495296327,in recovery
00:00:06,0.739579408,1.95E-11,1.51E-11,2.20E-09,2.21E-10,5.744296292,1.693814992,5.25E-09,1.670266531,in recovery
00:00:07,0.565534749,1.22E-11,4.60E-11,1.02E-09,1.71E-10,8.269178619,3.218356379,1.73E-09,3.402233699,in recovery
00:00:08,0.508289379,3.30E-12,2.66E-12,2.36E-09,3.56E-11,2.995000333,1.888599253,4.48E-09,1.907370541,in recovery
00:00:09,0.356808898,1.01E-11,5.11E-11,8.30E-10,4.20E-11,4.670611078,1.647515021,1.53E-09,1.656340515,in recovery
00:00:10,0.381962563,3.88E-11,1.00E-10,1.23E-09,3.13E-10,11.54917917,2.47144306,2.58E-09,2.464923793,in recovery
00:00:11,0.426355377,7.64E-13,8.71E-13,8.36E-11,1.30E-11,50.27203167,1.652730485,3.25E-10,1.639506436,in recovery
00:00:12,0.314430636,4.98E-13,4.10E-13,8.08E-11,1.01E-11,3.85229009,1.506293425,2.26E-10,1.578444488,in recovery
00:00:13,0.232929061,7.04E-13,4.26E-13,2.73E-11,3.53E-12,49.74938895,1.554613346,5.64E-11,1.894162964,in recovery
00:00:14,0.21061709,1.73E-12,2.79E-13,5.92E-11,6.17E-12,35.88103268,2.363399974,9.08E-11,2.261438718,in recovery
00:00:15,0.130422279,3.08E-12,1.31E-13,8.38E-11,3.70E-12,17.70568433,2.023807637,9.78E-11,1.97271389,in recovery
00:00:16,0.118968288,4.68E-13,5.57E-13,7.10E-11,1.43E-12,3.455767997,1.817872713,1.62E-10,1.909751603,in recovery
00:00:17,0.09208472,8.89E-13,7.52E-13,5.00E-11,4.52E-12,20.79272224,2.244416882,8.02E-11,2.25285815,in recovery
00:00:18,0.075635715,4.34E-13,7.54E-13,1.03E-10,7.94E-12,5.096683354,2.883632856,1.66E-10,2.909221794,in recovery
00:00:19,0.050787995,2.97E-13,2.86E-13,2.47E-10,1.22E-11,4.467884424,2.627881562,3.41E-10,2.638511815,in recovery
00:00:20,0.053784351,4.86E-13,1.62E-13,2.30E-10,8.16E-12,3.681103238,1.863559463,5.10E-10,1.891659678,in recovery
00:00:21,0.055847312,3.36E-12,5.93E-13,2.03E-10,7.88E-12,4.385371955,2.201281027,3.32E-10,2.235458952,in recovery
00:00:22,0.032865587,2.29E-12,2.20E-13,2.15E-10,5.30E-12,4.11030333,1.757586952,4.60E-10,1.805808564,in recovery
00:00:23,0.028120024,5.11E-13,2.11E-13,4.61E-10,1.44E-11,3.634587623,1.987752578,9.30E-10,2.013137817,in recovery
