 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,2.751607111,1.16E-07,1.03E-07,5.30E-06,2.71E-07,7.228606216,1.670329347,6.51E-06,1.822997478, 
00:00:01,0.91448278,3.00E-09,1.65E-09,4.72E-09,1.46E-09,19.42241933,1.635615632,4.85E-08,1.644187655, 
00:00:02,0.348608626,5.80E-09,8.79E-09,3.38E-08,2.10E-08,19.57154269,5.486670785,1.00E-07,5.500685941, 
00:00:03,0.304127068,1.09E-08,1.10E-08,2.37E-08,2.20E-08,25.5051898,5.367477078,1.07E-07,5.325141855, 
00:00:04,0.352193405,1.62E-08,3.45E-09,2.92E-08,1.11E-08,22.10787385,3.34787139,1.43E-07,3.299742389, 
00:00:05,3.445907998,4.67E-10,4.87E-09,5.31E-08,1.14E-08,4.358393452,1.490778742,1.50E-07,1.637636123, 
00:00:06,3.474189153,1.01E-11,2.38E-11,5.74E-10,2.80E-11,2.305361286,1.482147062,6.80E-09,1.50133503, 
00:00:07,1.984430455,3.00E-09,4.83E-09,1.62E-08,3.70E-09,11.00125696,1.637333242,9.83E-08,1.631450836, 
00:00:08,2.559385219,1.99E-11,1.35E-10,2.59E-09,6.42E-10,2.707576201,1.276108571,2.60E-08,1.571158442,in recovery
00:00:09,1.639175382,5.53E-13,3.01E-13,1.12E-10,1.62E-12,2.380485743,1.48275102,2.06E-10,1.501400803,in recovery
00:00:10,1.164355354,1.71E-13,1.70E-13,2.73E-12,2.90E-13,2.221255958,1.396430961,1.92E-11,1.487774192,in recovery
00:00:11,0.924578552,1.23E-13,4.48E-14,2.49E-12,8.90E-14,1.943635406,1.335926434,5.23E-12,1.484892808,in recovery
00:00:12,0.695963397,2.68E-13,1.89E-13,1.19E-10,2.07E-12,2.749610845,1.555559597,3.26E-10,1.555919046,in recovery
00:00:13,0.554181884,1.61E-13,1.20E-13,7.39E-11,1.32E-12,2.923031435,1.641442341,2.49E-10,1.63649186,in recovery
00:00:14,0.48334389,1.43E-13,2.56E-13,4.62E-11,3.41E-12,2.594652048,1.472013185,2.09E-10,1.538325838,in recovery
00:00:15,0.405295125,1.70E-13,5.00E-14,1.02E-11,1.82E-12,4.374893516,1.441858948,2.63E-11,1.677848691,in recovery
00:00:16,0.382220499,8.40E-14,7.35E-14,3.75E-12,6.62E-13,2.288996774,1.227144388,1.11E-11,1.518111495,in recovery
00:00:17,0.302781805,2.33E-13,5.32E-13,2.09E-10,5.52E-12,2.887705037,1.701855369,5.59E-10,1.696261313,in recovery
00:00:18,0.274687632,1.40E-13,3.08E-14,6.58E-11,9.71E-13,2.683142811,1.529461254,1.96E-10,1.524991771,in recovery
00:00:19,0.281679737,2.07E-13,5.35E-14,1.77E-11,1.03E-12,2.675984992,1.460281391,6.94E-11,1.562339899,in recovery
00:00:20,0.268528802,1.15E-13,6.62E-14,7.47E-11,7.55E-13,2.909055039,1.410293556,1.61E-10,1.549139804,in recovery
00:00:21,0.096008188,1.32E-13,7.50E-14,3.99E-11,7.71E-13,2.423845069,1.234621099,2.58E-10,1.529571112,in recovery
00:00:22,0.10237664,8.01E-13,2.14E-13,1.95E-11,1.38E-12,5.42415813,1.457756942,3.10E-11,1.826826486,in recovery
00:00:23,0.117365415,1.48E-13,8.16E-14,1.69E-12,5.80E-13,4.353640257,1.445310629,3.34E-12,1.517633691,in recovery
