 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.38189715,2.00E-12,1.53E-12,8.21E-10,7.76E-12,12.40484554,1.534341483,9.56E-10,1.513083346, 
00:00:01,0.170543766,2.44E-12,2.07E-12,2.07E-10,1.24E-11,2.76644357,1.380503213,1.92E-09,1.57523665, 
00:00:02,0.126812917,1.98E-12,3.84E-12,3.40E-11,1.04E-11,6.505856603,1.584461815,2.09E-10,1.566435161, 
00:00:03,0.135720523,1.48E-12,2.81E-12,2.21E-10,1.60E-11,2.71801348,1.566666787,7.74E-10,1.559709566, 
00:00:04,0.375967948,2.26E-12,1.56E-12,1.51E-10,2.20E-11,2.892167394,1.528821794,4.50E-10,1.521512239, 
00:00:05,0.568957701,1.07E-12,1.39E-12,5.54E-11,1.41E-11,3.61028514,1.36219359,1.56E-10,1.51495924,in recovery
00:00:06,0.521759394,2.18E-12,1.71E-12,1.08E-10,1.95E-11,5.113856548,1.381345419,3.78E-10,1.536324902,in recovery
00:00:07,0.209427959,1.99E-12,1.84E-12,5.92E-10,1.49E-11,2.767819164,1.455027835,2.85E-09,1.650073597,in recovery
00:00:08,0.107227501,2.23E-12,1.88E-12,1.47E-10,1.36E-11,2.645578534,1.533062931,1.20E-09,1.52887944,in recovery
00:00:09,0.025461137,3.59E-12,1.79E-12,3.41E-11,8.67E-12,60.78938016,2.148267782,4.41E-10,1.883756352,in recovery
00:00:10,0.361565299,2.19E-12,1.14E-12,6.67E-10,1.93E-11,2.552340562,1.437035744,2.64E-09,1.538540774,in recovery
00:00:11,0.442793878,2.10E-12,1.71E-12,3.29E-11,1.48E-11,6.596393794,1.499452733,8.88E-11,1.662280345,in recovery
00:00:12,0.444312871,1.65E-12,2.89E-12,6.14E-10,2.21E-11,2.782989233,1.584345876,2.25E-09,1.622162472,in recovery
00:00:13,0.524880849,2.20E-12,1.34E-12,6.21E-11,2.12E-11,5.965186888,1.306960264,8.95E-11,1.625016764,in recovery
00:00:14,0.405521747,2.03E-12,1.22E-12,1.12E-10,7.33E-12,2.816107396,1.451093056,2.31E-10,1.549572629,in recovery
00:00:15,0.253394799,3.44E-12,1.63E-12,2.17E-11,8.90E-12,2.366889927,1.470317784,1.02E-10,1.492659942,in recovery
00:00:16,0.029527691,9.68E-13,9.46E-13,3.74E-11,5.78E-12,3.469525007,1.496530044,1.12E-10,1.651565303,in recovery
00:00:17,0.196752928,1.13E-11,6.42E-12,8.00E-10,2.21E-11,2.680104489,1.4800219,2.65E-09,1.551490139,in recovery
00:00:18,0.483744064,4.57E-11,1.04E-11,6.10E-11,5.18E-11,25.26648042,1.540722973,4.00E-10,2.613708106,in recovery
00:00:19,0.417196755,3.98E-11,4.39E-11,6.21E-10,1.45E-10,8.750187065,1.647171749,1.64E-09,1.726295399,in recovery
00:00:20,0.386004113,3.06E-11,1.37E-11,1.75E-10,4.94E-11,10.89504143,1.634667646,8.61E-10,1.82276396,in recovery
00:00:21,0.401775758,2.32E-11,2.30E-11,3.64E-10,9.45E-12,22.00767135,2.121568209,6.92E-10,2.350507747,in recovery
00:00:22,0.47588837,2.82E-11,1.37E-11,1.74E-11,3.67E-11,19.97500717,1.373358103,2.49E-10,1.684204387,in recovery
00:00:23,0.439295558,6.14E-11,1.99E-11,7.70E-11,1.77E-11,18.06650339,1.325954915,5.06E-10,1.666644891,in recovery
