 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.145098407,7.07E-13,1.78E-13,2.37E-10,6.98E-12,51.58937439,50.38829367,2.75E-10,1.579617309, 
00:00:01,0.093796812,8.74E-13,5.69E-13,3.03E-11,4.86E-12,51.58841164,50.3708978,1.06E-10,2.179787984, 
00:00:02,0.071105389,2.11E-12,5.53E-13,5.57E-12,5.54E-12,52.4124679,50.25184208,3.03E-11,1.67824066, 
00:00:03,0.048935373,1.84E-12,3.56E-13,3.84E-11,1.87E-12,52.71404319,49.08535969,7.64E-11,2.25691688, 
00:00:04,0.035497738,9.59E-13,4.58E-13,2.03E-11,2.80E-12,51.59816556,50.1842591,3.30E-11,3.135518197, 
00:00:05,0.036145329,9.38E-13,4.86E-13,1.35E-11,3.66E-12,51.73968765,50.32888888,4.06E-11,2.027480421, 
00:00:06,0.026094843,1.21E-12,5.57E-13,4.41E-11,2.99E-12,51.51749788,49.96081726,9.70E-11,1.907539591, 
00:00:07,0.018963501,1.25E-12,3.02E-13,7.76E-12,1.60E-12,52.67492883,49.64174074,1.63E-11,2.351358996, 
00:00:08,0.0171118,4.95E-13,4.40E-13,7.50E-11,4.17E-12,50.26538423,2.608561823,1.25E-10,2.515887079, 
00:00:09,0.016584664,8.91E-13,6.79E-13,6.45E-12,2.44E-12,51.58643428,50.30506931,1.58E-11,3.998789386, 
00:00:10,0.014362866,1.14E-12,4.79E-13,4.08E-11,2.78E-12,51.23354416,2.669614818,7.47E-11,2.266412892, 
00:00:11,0.012450659,6.70E-13,6.45E-13,3.04E-11,1.95E-12,51.52806336,49.87657622,4.57E-11,2.258181994, 
00:00:12,0.014203021,4.60E-13,4.98E-13,2.45E-11,4.00E-12,50.93004149,3.268035992,5.13E-11,2.267195399, 
00:00:13,0.012421674,6.27E-13,5.96E-13,8.15E-11,5.98E-12,5.526058243,2.611467068,1.37E-10,2.64458248, 
00:00:14,0.008448552,8.61E-13,7.27E-13,3.87E-12,2.47E-12,51.53626973,7.334083788,1.21E-11,4.620698057, 
00:00:15,0.010504609,6.99E-13,8.30E-13,7.11E-11,3.31E-12,5.756409897,2.038042697,1.38E-10,2.084280803, 
00:00:16,0.006409641,8.75E-13,5.03E-13,2.21E-12,1.39E-12,51.15198032,5.329977619,7.55E-12,4.697045085, 
00:00:17,0.01241947,8.26E-13,5.91E-13,1.05E-10,3.35E-12,3.903030721,2.155102355,1.82E-10,2.197186844, 
00:00:18,0.009396582,1.23E-12,8.60E-13,1.10E-11,5.26E-13,51.6327789,10.31387563,2.71E-11,1.827730619, 
00:00:19,0.014706902,4.94E-13,2.06E-13,2.10E-11,1.79E-12,51.57336352,50.29131313,2.46E-11,2.775592873, 
00:00:20,0.010635251,8.27E-13,3.13E-13,3.03E-11,3.61E-12,51.32660291,4.108216768,5.79E-11,2.894423344, 
00:00:21,0.010552024,9.62E-13,1.55E-13,1.80E-11,1.09E-12,52.4233099,50.18715959,2.95E-11,2.588386828, 
00:00:22,0.009775296,1.55E-12,3.39E-13,8.47E-11,5.65E-12,6.780184204,2.526090772,1.55E-10,2.484008446, 
00:00:23,0.007991403,1.94E-12,2.46E-13,1.22E-11,1.21E-12,51.57651669,49.83886341,2.16E-11,2.715574056, 
00:00:24,0.010694379,6.36E-13,2.93E-13,3.26E-11,1.90E-12,50.12374645,2.142999038,5.89E-11,2.74722422, 
