 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.478438078,1.06E-10,1.97E-10,2.21E-09,1.25E-09,49.01895516,1.711997847,5.48E-09,1.849295572,In recovery
00:00:01,0.589119638,2.65E-10,5.33E-10,5.04E-09,1.27E-09,14.7652267,1.707755692,1.78E-08,1.691270919,In recovery
00:00:02,0.291687951,1.90E-11,7.04E-11,8.39E-10,7.84E-11,12.22708524,1.664123966,2.35E-09,1.635346943,In recovery
00:00:03,0.079223436,1.77E-11,2.78E-11,1.95E-09,1.04E-10,5.327514696,2.19644437,3.01E-09,2.164321674,In recovery
00:00:04,0.106345611,8.86E-12,3.64E-11,1.71E-09,2.78E-11,3.117977977,1.351792895,5.54E-09,1.599601622,In recovery
00:00:05,0.21460772,8.47E-13,1.07E-12,3.74E-10,5.03E-12,50.44106243,1.637834776,7.99E-10,1.605296379,In recovery
00:00:06,0.220814631,1.28E-13,5.68E-13,2.97E-11,1.03E-12,50.17866672,1.47841656,2.00E-11,1.567349402,In recovery
00:00:07,0.147902872,4.56E-13,5.02E-13,2.38E-10,5.09E-12,2.743845508,1.361947143,1.06E-09,1.586952112,In recovery
00:00:08,0.26102925,4.24E-13,5.57E-13,5.29E-11,4.41E-12,50.37712391,2.287258487,2.24E-10,2.221009365,In recovery
00:00:09,0.327727135,4.56E-13,5.44E-13,2.25E-11,2.21E-12,2.684503689,1.146047538,8.47E-11,1.570884255,In recovery
00:00:10,0.313673477,4.45E-13,5.35E-13,7.97E-11,2.19E-12,2.790787772,1.339942419,2.69E-10,1.635945309,In recovery
00:00:11,0.289817724,4.19E-13,1.56E-12,1.53E-10,2.79E-12,2.880063966,1.568150726,3.32E-10,1.706524106,In recovery
00:00:12,0.297370815,2.74E-13,1.02E-12,2.10E-10,1.32E-11,4.639518598,1.69251284,5.78E-10,1.790900147,In recovery
00:00:13,0.289922192,8.28E-13,5.50E-13,1.46E-11,1.56E-12,47.20964792,1.588888325,4.25E-11,1.747819088,In recovery
00:00:14,0.278796443,3.80E-13,5.31E-13,1.69E-11,1.52E-12,50.94409602,1.564441007,1.88E-11,2.651763466,In recovery
00:00:15,0.307644742,7.21E-12,4.34E-11,1.54E-09,1.78E-10,6.412127901,1.68627371,3.68E-09,1.769902256,In recovery
00:00:16,0.213639857,8.34E-12,1.55E-12,1.12E-10,7.42E-12,50.97252495,1.816601498,7.78E-11,1.645277156,In recovery
00:00:17,0.200080945,4.92E-12,2.22E-12,8.90E-11,2.08E-11,8.479591905,3.607752848,1.84E-10,3.720588311,In recovery
00:00:18,0.199335613,7.38E-12,2.51E-12,5.34E-11,9.19E-12,16.05113738,1.4600495,1.64E-10,1.769562196,In recovery
00:00:19,0.249826225,1.64E-11,3.04E-11,1.07E-09,6.19E-11,5.215366399,1.944897171,2.28E-09,2.031908758,In recovery
00:00:20,0.217510361,2.30E-12,1.07E-12,3.87E-11,1.59E-12,51.600521,50.33473489,8.53E-11,1.764270664,In recovery
00:00:21,0.166287026,2.46E-13,1.02E-12,6.97E-11,6.58E-12,51.39493364,48.88837445,8.24E-11,2.221309582,In recovery
00:00:22,0.122429784,1.21E-12,1.74E-12,4.28E-10,2.31E-11,4.79200314,3.03847674,5.17E-10,3.050713121,In recovery
00:00:23,0.166885877,1.95E-12,4.21E-12,1.11E-09,1.01E-10,4.598157553,3.092017758,2.11E-09,3.095619998,In recovery
