 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.870623397,4.45E-12,4.04E-12,2.88E-09,4.14E-11,51.53204492,50.03743052,2.87E-09,1.496702135, 
00:00:01,1.1896575,1.15E-11,4.44E-12,1.07E-10,5.01E-11,51.42857388,2.689078748,1.46E-09,1.574278187, 
00:00:02,1.252647368,7.79E-12,1.36E-11,2.75E-10,4.24E-11,51.00826939,1.642826236,5.85E-10,1.768173287, 
00:00:03,1.173481235,9.70E-12,4.52E-12,4.79E-10,4.77E-11,3.875188167,1.563203238,1.08E-09,1.614266348, 
00:00:04,0.92415613,1.38E-10,1.65E-10,1.10E-09,5.38E-10,14.95348676,4.483000136,3.04E-09,4.469647529, 
00:00:05,0.989028795,4.77E-12,3.57E-12,7.43E-10,5.48E-11,4.324932615,2.169856776,1.18E-09,3.012427948, 
00:00:06,0.839149529,5.14E-12,1.78E-12,4.68E-10,2.61E-11,3.778087318,1.856701478,6.51E-10,1.886012535, 
00:00:07,0.70403042,1.35E-10,8.62E-11,7.73E-10,2.50E-10,16.91996559,3.317583232,2.49E-09,3.287583629, 
00:00:08,0.645682156,3.88E-12,3.54E-12,3.38E-10,2.37E-11,3.711190141,1.73694454,5.68E-10,1.813127673, 
00:00:09,0.513786396,5.22E-12,2.79E-12,3.91E-10,3.30E-11,4.916030366,3.020582934,6.33E-10,3.120911715, 
00:00:10,0.447289687,1.11E-11,1.18E-11,9.44E-11,1.18E-11,51.52994031,3.690876487,1.80E-10,3.044697877, 
00:00:11,0.362127501,1.83E-11,1.17E-11,2.71E-10,3.00E-11,11.16735848,1.755903009,5.47E-10,1.826858922, 
00:00:12,0.277267572,5.13E-12,3.75E-12,1.20E-10,4.16E-11,11.32176304,1.709412579,3.74E-10,2.215329893, 
00:00:13,0.26459623,2.09E-12,7.50E-13,1.44E-11,1.21E-11,6.674929147,1.51983811,5.78E-11,1.791843894, 
00:00:14,0.225245906,2.78E-12,5.81E-12,6.38E-11,8.16E-12,7.144452496,1.639817267,1.42E-10,1.675491177, 
00:00:15,0.198635276,4.03E-12,5.25E-12,1.58E-11,2.33E-11,11.62152626,1.751795082,1.04E-10,1.793015468, 
00:00:16,0.159519116,3.46E-12,4.66E-12,2.81E-11,1.59E-11,50.7567237,1.75220563,1.52E-10,1.745773982, 
00:00:17,0.147678836,3.58E-12,9.48E-12,4.90E-11,1.94E-11,11.241669,1.660993533,1.82E-10,1.878859049, 
00:00:18,0.128854407,4.63E-12,5.67E-12,4.21E-11,1.44E-11,11.70125771,2.166437258,1.31E-10,2.129693162, 
00:00:19,0.116255813,3.71E-12,1.72E-12,1.04E-11,1.60E-11,26.37903516,1.834736336,5.75E-11,1.866638795, 
00:00:20,0.069098335,4.91E-12,3.00E-12,1.29E-11,2.83E-12,51.65505132,50.09846564,5.07E-11,4.247664081, 
00:00:21,0.053179908,4.17E-12,7.71E-12,2.81E-11,4.68E-12,52.25585742,4.138004593,7.19E-11,3.711754936, 
00:00:22,0.044929173,2.43E-12,1.28E-12,9.22E-11,2.32E-11,6.50041517,2.824304448,1.87E-10,2.969651369, 
00:00:23,0.022160619,5.93E-12,4.37E-12,1.15E-10,1.67E-11,20.7906512,3.341652132,1.63E-10,3.26708146, 
00:00:24,0.027236908,3.08E-12,7.03E-12,1.27E-11,1.82E-11,50.54559095,5.233934113,8.53E-11,5.137616429, 
