 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.157690953,1.43E-12,6.29E-12,3.21E-10,5.55E-12,49.95926241,1.574257186,3.76E-10,1.550846724, 
00:00:01,0.054547289,3.29E-12,1.09E-12,1.18E-10,6.79E-12,3.463837674,1.462335478,7.74E-10,1.534220777, 
00:00:02,0.031304359,5.52E-13,9.07E-13,5.62E-11,3.01E-12,7.440369985,2.216073284,9.35E-11,2.238148163, 
00:00:03,0.053738786,4.35E-13,4.58E-13,1.85E-11,1.16E-12,9.538772825,1.675150755,3.35E-11,1.707944687, 
00:00:04,0.069978518,7.71E-13,3.28E-13,9.64E-12,9.15E-13,26.16283638,1.898859142,1.25E-11,2.29725495, 
00:00:05,0.080897959,3.34E-13,6.59E-13,9.92E-12,1.68E-12,9.22898859,1.683880551,3.64E-11,1.72837243, 
00:00:06,0.410547693,8.60E-11,1.99E-10,1.57E-08,4.94E-10,1.893531336,0.885169976,1.46E-08,1.48576422, 
00:00:07,0.741234563,2.85E-10,6.19E-10,7.93E-08,6.52E-09,4.402021534,1.542350664,1.63E-07,1.576747319, 
00:00:08,0.253200174,7.93E-12,1.02E-11,1.74E-10,2.03E-11,9.705790919,1.936897882,8.93E-10,1.935352995, 
00:00:09,0.227839189,1.17E-11,4.24E-11,7.56E-10,9.83E-11,6.10645302,1.872787664,1.67E-09,1.979298518, 
00:00:10,0.165418257,1.11E-12,1.00E-11,4.62E-10,2.79E-11,4.062758805,2.066726969,7.35E-10,2.079959368, 
00:00:11,0.054983621,4.67E-13,2.03E-12,1.60E-10,1.77E-11,2.763477357,1.444007496,8.69E-10,1.562523872, 
00:00:12,0.220104413,3.65E-11,1.53E-10,6.03E-09,7.15E-10,3.620236075,1.395694462,2.86E-08,1.612179041, 
00:00:13,0.296164691,1.32E-11,5.64E-11,6.72E-09,1.43E-10,2.835820585,1.538723534,1.48E-08,1.617563868,15:20:50
00:00:14,0.541167185,6.45E-10,1.17E-09,1.98E-07,6.98E-09,3.759376359,2.169049275,3.72E-07,2.170466893,15:20:50
00:00:15,0.178896937,6.68E-11,4.69E-11,5.29E-09,2.48E-10,5.077977211,1.932629608,8.60E-09,1.942587144,15:20:50
00:00:16,0.137978441,1.24E-10,1.28E-10,2.54E-09,3.23E-10,6.928104286,1.720647067,9.05E-09,1.823778602,15:20:50
00:00:17,0.66079955,3.09E-10,9.85E-10,3.46E-08,1.50E-08,5.54724675,1.753211119,1.47E-07,1.874457836,15:20:50
00:00:18,0.850992432,3.25E-12,1.41E-11,6.68E-10,2.19E-10,2.566003046,1.480498863,2.05E-09,1.516908131,15:20:50
00:00:19,0.960892801,4.56E-12,3.43E-12,6.03E-11,2.80E-11,2.45316252,1.485046369,7.81E-10,1.509195274,In recovery
00:00:20,0.531097853,2.68E-12,8.59E-12,2.67E-10,3.60E-11,3.821291584,1.523677548,5.67E-10,1.565890899,In recovery
00:00:21,0.215771697,2.32E-12,2.62E-12,6.96E-11,1.22E-11,2.525590464,1.504730461,2.09E-10,1.502822792,In recovery
00:00:22,0.024336184,1.08E-12,6.25E-13,1.30E-10,2.70E-12,3.673867499,2.142183101,1.94E-10,2.144306174,In recovery
00:00:23,0.009232814,2.89E-13,2.99E-13,5.22E-12,1.99E-12,13.16238644,3.740308812,1.13E-11,3.828310801,In recovery
