 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00.0,0.432172974,4.20E-13,1.22E-12,2.14E-09,6.66E-12,2.768551868,1.322310559,8.51E-09,1.651867703, 
00:00:00.5,0.323909535,8.38E-13,8.09E-13,1.71E-10,3.80E-12,2.792958813,1.337861731,3.55E-09,1.66373422, 
00:00:01.0,0.189940397,1.12E-12,2.69E-12,3.13E-11,8.95E-12,2.918784307,1.386688805,4.22E-10,1.703630075, 
00:00:01.5,0.148637134,9.17E-13,7.79E-13,7.55E-11,1.40E-11,2.952758609,1.369595088,3.25E-10,1.691734812, 
00:00:02.0,0.157912739,1.28E-12,1.97E-12,7.03E-12,8.41E-12,2.843178059,1.351718438,8.90E-11,1.674989145, 
00:00:02.5,0.085009403,7.19E-13,1.62E-12,6.10E-12,5.00E-12,3.303652438,1.420166739,1.65E-11,1.733122095, 
00:00:03.0,0.039623857,7.28E-13,1.54E-12,2.05E-11,9.84E-12,7.647906613,2.557110743,1.46E-10,2.582177569, 
00:00:03.5,0.187803277,1.22E-12,8.79E-13,4.18E-11,3.81E-12,2.88346877,1.39085834,1.74E-10,1.705728267, 
00:00:04.0,0.292282617,7.30E-13,4.93E-13,1.08E-11,5.69E-12,2.801348139,1.337724748,6.95E-11,1.665492912, 
00:00:04.5,0.444156129,1.11E-12,7.96E-13,1.50E-10,7.87E-12,2.861318077,1.37696291,3.61E-10,1.695786216, 
00:00:05.0,0.527400455,6.27E-13,1.60E-12,5.21E-11,6.19E-12,2.81067915,1.346586229,7.65E-11,1.672103699,1
00:00:05.5,0.607679596,8.18E-13,1.13E-12,8.33E-11,5.03E-12,2.82053836,1.355096371,3.37E-10,1.67828988,1
00:00:06.0,0.565086083,1.63E-12,6.23E-13,4.73E-12,7.82E-12,2.795184644,1.341160817,2.35E-11,1.667232763,1
00:00:06.5,0.474492833,1.02E-12,7.32E-13,4.13E-11,3.67E-12,2.815271887,1.353132938,3.60E-10,1.676337589,1
00:00:07.0,0.240877459,9.92E-13,1.03E-12,1.25E-10,1.66E-12,3.120259297,1.443161734,8.27E-10,1.74941503,1
00:00:07.5,0.172331628,1.39E-12,1.38E-12,1.81E-10,7.64E-12,3.181784683,1.452220468,4.84E-10,1.757583259,1
00:00:08.0,0.138168094,1.20E-12,7.07E-13,1.06E-10,6.68E-12,3.23302238,1.48708206,5.89E-10,1.781590275,1
00:00:08.5,0.062490414,6.09E-13,4.07E-13,6.93E-11,3.33E-12,3.499949634,1.57495488,5.94E-10,1.84982332,1
00:00:09.0,0.029640166,1.87E-12,8.45E-13,3.64E-11,1.85E-12,23.89466544,2.364586909,1.01E-10,2.56790072,1
00:00:09.5,0.020445038,1.46E-12,1.69E-12,8.16E-12,9.09E-13,52.12145827,2.827416593,2.70E-10,2.734807713,1
00:00:10.0,0.250379086,1.54E-12,7.65E-13,1.54E-10,3.79E-12,3.485264205,1.573808697,6.26E-10,1.855566066,1
00:00:10.5,0.445835446,1.06E-12,8.49E-13,5.96E-11,4.88E-12,2.78005226,1.332058725,3.35E-10,1.660290889,1
00:00:11.0,0.460623272,1.18E-12,1.32E-12,4.23E-12,2.09E-12,2.795945351,1.341152761,2.65E-11,1.667369603,1
00:00:11.5,0.424215792,7.70E-13,5.79E-13,1.83E-11,6.27E-12,2.782840441,1.333125864,2.96E-11,1.661151564,1
