 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:21.5,0.269552724,2.70E-13,3.73E-13,3.13E-10,1.36E-12,2.804893615,1.341329749,2.82E-09,1.668454739,1
00:00:22.0,0.91447252,1.87E-09,2.42E-09,8.74E-08,1.50E-08,6.006187117,2.809572708,2.29E-07,2.898185168,1
00:00:22.5,0.517686474,3.35E-13,1.20E-12,2.35E-09,2.05E-12,3.300383495,1.507115305,4.05E-09,1.79980954,1
00:00:23.0,0.081190139,3.78E-13,3.52E-13,4.98E-11,3.41E-12,3.903357439,2.232725499,1.21E-09,2.364231793,1
00:00:23.5,0.075674109,2.14E-13,8.99E-14,2.71E-11,9.57E-13,3.836450726,2.201564157,5.23E-10,2.32526744,1
00:00:24.0,0.349344979,1.14E-12,1.41E-12,1.06E-10,1.33E-11,2.779149406,1.329402861,1.46E-10,1.657962484,1
00:00:24.5,0.646450794,5.29E-13,2.94E-13,1.59E-11,7.11E-13,2.81388438,1.349649281,3.64E-11,1.674354442,1
00:00:25.0,0.913896536,3.16E-13,1.52E-13,7.11E-11,2.33E-12,2.808096801,1.348490019,3.16E-10,1.673124321,1
00:00:25.5,1.063749593,3.74E-13,8.83E-13,2.00E-11,2.70E-12,2.790239593,1.337947518,5.90E-11,1.665033287,1
00:00:26.0,1.132652491,1.08E-13,2.39E-13,1.93E-11,6.58E-13,2.779448298,1.332770681,5.41E-10,1.660857051,1
00:00:26.5,0.90062258,4.01E-13,1.71E-13,1.43E-09,9.46E-12,2.901200835,1.405167461,4.98E-09,1.717744148,1
00:00:27.0,0.365853052,1.45E-13,6.63E-13,7.63E-10,2.13E-12,2.703288409,1.277433421,7.59E-09,1.622381334,1
00:00:27.5,0.728528321,2.11E-13,1.92E-13,5.43E-10,1.07E-11,2.87217772,1.382207084,8.70E-10,1.700292114,1
00:00:28.0,1.284833869,2.88E-12,9.10E-12,1.64E-08,1.48E-10,2.839102895,1.315140172,5.94E-08,1.654649859,1
00:00:28.5,3.240119823,9.73E-13,1.13E-12,2.35E-09,2.95E-11,2.811156618,1.349958375,4.06E-09,1.674249771,1
00:00:29.0,4.844919093,7.08E-12,3.82E-11,1.60E-08,1.61E-09,2.825526749,1.347898756,4.98E-08,1.674058482,1
00:00:29.5,5.058685048,8.02E-12,1.77E-11,8.24E-09,2.67E-10,2.837786893,1.364094658,8.85E-08,1.685514357,1
00:00:30.0,2.552700165,7.32E-14,6.99E-13,3.86E-11,2.36E-12,2.954406942,1.429554622,1.42E-09,1.736846291,1
00:00:30.5,0.748556599,2.25E-13,8.33E-14,7.25E-10,2.92E-12,3.758316418,2.132921679,1.60E-08,2.26714121,1
00:00:31.0,1.758974796,9.54E-14,3.64E-13,1.58E-09,4.09E-12,2.828438163,1.361080152,1.66E-08,1.682714965,1
00:00:31.5,1.826545357,1.44E-13,2.61E-13,5.41E-10,1.80E-11,2.759299457,1.321321281,1.49E-09,1.652118331,1
00:00:32.0,1.877400406,1.13E-13,2.50E-13,1.21E-11,7.26E-13,2.780895064,1.333417246,9.11E-11,1.661407703,1
00:00:32.5,1.779456517,2.50E-13,3.81E-13,4.75E-12,3.19E-13,2.781160654,1.333551169,4.39E-10,1.661507809,1
00:00:33.0,1.895499611,4.11E-12,1.16E-11,1.94E-09,5.57E-11,2.779673554,1.32740793,5.82E-09,1.657714536,1
00:00:33.5,2.152893494,1.29E-13,5.56E-14,1.49E-10,5.22E-13,2.790215433,1.33868726,2.91E-09,1.665438797,1
00:00:34.0,1.819634144,2.75E-11,2.25E-11,2.09E-10,5.61E-11,2.816346541,1.350873245,8.71E-10,1.675422866,1
00:00:34.5,1.397476502,1.56E-13,2.64E-13,4.01E-11,3.34E-12,2.781984321,1.333979243,3.21E-10,1.661820064,1
00:00:35.0,1.176908118,8.02E-12,9.38E-12,2.87E-09,1.31E-10,2.707124244,1.285663126,7.11E-09,1.62663224,1
00:00:35.5,1.203340304,2.79E-13,8.03E-14,4.65E-10,8.61E-13,2.82909664,1.360152172,6.06E-09,1.682198066,1
00:00:36.0,0.510388781,9.23E-14,4.72E-13,1.69E-11,2.78E-12,3.411232396,1.581969414,2.63E-10,1.856417956,1
