 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00.0,0.035982974,8.03E-13,1.50E-13,8.45E-13,1.66E-13,173.0950498,1.705084912,2.50E-12,1.708905538,time 14:39:00
00:00:00.5,0.024354397,8.26E-13,3.90E-13,4.82E-13,2.97E-13,262.4704056,50.24218976,5.09E-12,1.727226381,time 14:39:00
00:00:01.0,0.021476924,8.78E-13,1.28E-13,7.22E-13,1.02E-13,235.5813618,49.96849738,2.89E-12,1.768548919,time 14:39:00
00:00:01.5,0.027384674,3.89E-13,1.01E-13,5.04E-13,1.10E-13,248.5196427,35.52397574,4.97E-12,1.681099943,time 14:39:00
00:00:02.0,0.019773408,1.37E-12,8.79E-14,1.14E-12,1.54E-13,335.3757953,49.78904612,5.72E-12,1.767689226,time 14:39:00
00:00:02.5,0.016023168,6.42E-13,2.36E-13,9.05E-13,1.66E-13,311.4029025,49.24940634,3.48E-12,1.755965487,time 14:39:00
00:00:03.0,0.011601744,6.04E-13,1.91E-13,1.59E-13,2.73E-14,337.0668369,51.1066029,1.09E-12,1.988692544,time 14:39:00
00:00:03.5,0.009578823,7.89E-13,4.50E-13,1.33E-12,9.64E-14,380.674191,52.49398021,5.65E-12,4.844715097,time 14:39:00
00:00:04.0,0.010789727,8.77E-13,1.18E-13,1.11E-12,5.34E-14,337.5697365,52.47025882,7.81E-12,3.410730096,time 14:39:00
00:00:04.5,0.021613964,1.10E-12,2.01E-13,7.74E-13,1.26E-13,264.8053638,49.43091581,4.28E-12,1.826646151,time 14:39:00
00:00:05.0,0.041442843,3.63E-13,7.93E-14,4.39E-12,1.43E-13,108.3979883,1.635527617,1.54E-11,1.714796094,time 14:39:00
00:00:05.5,0.046997419,4.67E-13,6.82E-14,5.77E-13,7.23E-14,199.6449283,1.71041925,4.14E-12,1.660155995,time 14:39:00
00:00:06.0,0.062640165,7.46E-13,1.28E-13,4.54E-12,5.05E-13,50.7519025,1.430170543,9.67E-12,1.670561565,time 14:39:00
00:00:06.5,0.071259485,4.83E-13,1.35E-13,4.54E-13,1.61E-13,52.39247817,1.420576697,2.38E-12,1.654552307,time 14:39:00
00:00:07.0,0.082925549,5.30E-13,1.84E-13,1.14E-12,8.74E-14,50.30202063,1.404291017,4.18E-12,1.658405521,time 14:39:00
00:00:07.5,0.090696062,7.33E-13,1.96E-13,1.67E-12,8.86E-14,3.73173989,1.400498775,1.18E-11,1.677334426,time 14:39:00
00:00:08.0,0.075848437,5.63E-13,9.71E-14,5.24E-13,1.22E-13,51.69277637,1.445894139,2.11E-12,1.66333218,time 14:39:00
00:00:08.5,0.067951835,5.46E-13,1.95E-13,5.25E-12,7.73E-14,54.98391926,1.428307643,3.15E-11,1.641792035,time 14:39:00
00:00:09.0,0.105117335,1.35E-12,2.82E-13,1.99E-12,2.83E-13,3.471347136,1.380607115,1.45E-11,1.668499314,time 14:39:00
00:00:09.5,0.16549661,7.69E-13,1.15E-13,6.15E-13,1.48E-13,2.89333909,1.36213129,9.55E-12,1.66952532,time 14:39:00
00:00:10.0,0.198655813,7.74E-13,1.16E-14,4.32E-12,2.28E-13,2.836324235,1.349036072,1.59E-11,1.667343081,time 14:39:00
00:00:10.5,0.201491139,3.12E-13,3.25E-14,1.38E-12,4.74E-13,2.853252562,1.344977061,7.99E-12,1.659064733,time 14:39:00
