 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00.0,2.384728477,1.42E-11,5.97E-10,1.63E-06,3.35E-10,3.74496288,1.834755149,1.10E-06,2.09700458, 
00:00:00.5,3.07502089,1.52E-07,1.26E-07,1.89E-06,3.39E-07,13.68686432,3.170982202,3.75E-06,3.231146722, 
00:00:01.0,1.194950163,6.59E-09,3.29E-09,1.12E-08,2.78E-09,14.14050946,1.52868183,6.11E-08,1.849795716, 
00:00:01.5,0.494622702,2.39E-13,1.18E-13,1.11E-10,6.38E-13,2.865468577,1.372831342,9.05E-10,1.691251587, 
00:00:02.0,0.272405286,1.57E-09,2.06E-09,7.31E-09,1.79E-09,23.301218,2.797131453,2.08E-08,2.868875904, 
00:00:02.5,0.410915208,4.45E-09,5.10E-09,2.96E-08,3.14E-08,12.23786933,4.625061005,1.42E-07,4.682197365, 
00:00:03.0,0.292168917,1.64E-09,4.27E-09,1.22E-08,2.69E-09,14.98669265,2.869393184,3.54E-08,3.100115974, 
00:00:03.5,0.315632493,3.83E-09,3.80E-09,9.58E-09,1.37E-08,25.62562852,6.063657745,4.29E-08,6.019419939, 
00:00:04.0,0.443561295,2.03E-08,5.73E-09,3.22E-08,3.13E-08,23.23521073,5.743743993,1.63E-07,5.771726543, 
00:00:04.5,0.226569561,1.49E-10,4.61E-11,3.13E-09,1.92E-10,5.999230388,1.517690849,5.02E-08,1.806016924, 
00:00:05.0,2.520599916,3.20E-10,7.81E-10,7.99E-08,1.07E-08,3.018028167,1.453098715,1.29E-07,1.751102811, 
00:00:05.5,4.170748125,2.03E-10,6.38E-10,1.49E-08,1.93E-09,2.777224963,1.3304605,6.82E-08,1.658706976, 
00:00:06.0,3.857041158,5.42E-12,2.11E-11,8.02E-10,8.06E-11,2.784393929,1.335067785,3.32E-09,1.662650944, 
00:00:06.5,3.043552866,5.22E-11,3.17E-11,7.12E-11,2.07E-11,2.794824349,1.340819572,6.19E-10,1.66717982, 
00:00:07.0,2.430426522,5.98E-11,6.35E-11,2.92E-09,5.52E-10,2.808846367,1.350831801,9.82E-09,1.67407462, 
00:00:07.5,1.403194706,5.16E-10,9.59E-10,9.22E-09,1.02E-09,2.841904273,1.350911195,5.73E-08,1.677121714, 
00:00:08.0,2.655961008,3.24E-11,1.49E-10,2.42E-09,7.14E-10,2.797281486,1.339948068,1.50E-08,1.666997377, 
00:00:08.5,2.459019424,2.25E-11,8.97E-11,3.39E-09,6.75E-10,2.819995032,1.346450905,1.49E-08,1.672392308,1
00:00:09.0,1.806251084,3.82E-13,1.90E-13,2.21E-10,3.69E-12,2.798046242,1.342734279,3.06E-10,1.668559759,1
00:00:09.5,1.453013726,2.42E-13,7.72E-14,1.53E-11,2.34E-13,2.784438637,1.334516864,1.22E-10,1.662214911,1
00:00:10.0,1.232741303,5.56E-14,3.09E-14,6.50E-12,9.35E-14,2.780419543,1.332790584,5.01E-11,1.66086175,1
00:00:10.5,1.091693942,1.27E-13,1.11E-13,4.90E-13,1.16E-13,2.784871368,1.335318572,2.11E-12,1.662862935,1
00:00:11.0,0.978303688,5.52E-14,4.73E-14,1.20E-12,1.99E-13,2.780820328,1.333294118,2.58E-12,1.661271966,1
00:00:11.5,0.867532646,5.32E-14,1.62E-14,2.69E-12,1.15E-13,2.788820532,1.337684607,5.91E-12,1.664700216,1
