 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00.0,0.130276346,2.06E-12,1.13E-12,3.20E-12,1.06E-12,51.0111206,1.444683495,1.18E-11,1.677153343,lots of movement
00:00:00.5,0.128504198,1.04E-12,7.40E-13,5.71E-11,8.46E-12,51.35945574,1.418239117,9.28E-11,1.659248837,lots of movement
00:00:01.0,0.122220051,1.10E-12,6.28E-13,5.91E-12,7.43E-12,50.61896614,1.485544545,4.38E-11,1.709761401,lots of movement
00:00:01.5,0.100475152,1.87E-12,6.34E-13,1.16E-10,9.68E-12,151.1175619,1.842646252,3.35E-10,1.726481667,lots of movement
00:00:02.0,0.13085026,1.23E-12,1.40E-12,1.52E-11,1.56E-11,6.854950374,1.416195866,6.50E-11,1.694569623,lots of movement
00:00:02.5,0.117600621,3.18E-12,8.32E-13,2.64E-11,1.36E-11,51.40373593,1.525760151,9.46E-11,1.70969438,lots of movement
00:00:03.0,0.103664224,1.96E-12,3.55E-13,7.10E-11,4.07E-12,5.647049698,1.512660841,9.59E-11,1.762520723,lots of movement
00:00:03.5,0.124868952,1.18E-12,1.34E-13,1.75E-11,9.68E-13,51.31515971,1.427833113,9.67E-11,1.652270748,lots of movement
00:00:04.0,0.212608893,1.52E-12,8.46E-13,2.86E-10,1.53E-11,3.36246293,1.42272702,7.06E-10,1.714676104,lots of movement
00:00:04.5,0.19151967,2.49E-12,1.46E-12,1.35E-12,1.04E-12,26.03331732,1.39387534,9.71E-12,1.666937268,lots of movement
00:00:05.0,0.184255399,6.19E-13,4.36E-13,5.91E-12,2.19E-12,49.13226636,1.386223597,1.86E-11,1.656848252,lots of movement
00:00:05.5,0.187701722,9.38E-13,1.89E-13,4.04E-12,1.19E-12,50.01909694,1.424185245,9.37E-12,1.673448865,lots of movement
00:00:06.0,0.188326517,1.27E-12,2.42E-13,5.96E-13,5.36E-13,50.36564551,1.412094031,4.23E-12,1.660721901,lots of movement
00:00:06.5,0.178056875,1.19E-12,9.80E-14,7.59E-13,4.19E-13,49.54082833,1.404573585,5.16E-12,1.664511454,lots of movement
00:00:07.0,0.156757846,2.03E-12,3.23E-13,2.49E-12,3.17E-13,49.97443533,1.390622077,1.06E-11,1.653497339,lots of movement
00:00:07.5,0.146191469,9.71E-13,3.96E-13,1.71E-12,2.53E-13,3.742801499,1.392074231,4.28E-12,1.669401755,lots of movement
00:00:08.0,0.134696321,1.75E-12,4.39E-13,9.12E-13,1.84E-13,46.54552223,1.388415098,5.11E-12,1.661164272,lots of movement
00:00:08.5,0.115938845,2.10E-12,5.67E-13,6.77E-13,4.39E-13,50.57547311,1.433134257,5.26E-12,1.671429162,lots of movement
00:00:09.0,0.095705416,4.08E-12,1.69E-13,1.01E-12,7.34E-14,99.4733068,1.500426561,7.80E-12,1.661253884,lots of movement
00:00:09.5,0.0832602,1.33E-12,3.75E-13,2.06E-12,3.62E-13,99.51337589,1.471201331,5.71E-12,1.684370316,lots of movement
00:00:10.0,0.072684314,1.31E-12,2.76E-13,1.73E-12,9.52E-13,101.8695531,1.57654179,6.83E-12,1.694226757,lots of movement
00:00:10.5,0.061334892,2.91E-12,6.70E-13,2.82E-13,2.42E-13,154.0875212,1.697253878,4.80E-12,1.678107904,lots of movement
00:00:11.0,0.059268383,2.48E-12,5.68E-13,1.08E-12,1.07E-12,149.6038122,1.756430936,6.58E-12,1.696982605,lots of movement
