 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,1.444900538,1.10E-08,9.86E-09,3.28E-07,1.10E-07,7.329814482,2.246861191,8.35E-07,3.129341065,In recovery
00:00:01,2.215792384,5.39E-16,1.69E-16,8.69E-10,3.70E-15,49.10530447,0.790604159,1.94E-08,1.459146233,In recovery
00:00:02,2.206198926,8.85E-15,8.80E-14,2.81E-10,1.39E-12,1.838300194,0.766255583,1.24E-09,1.45945828,In recovery
00:00:03,1.538158182,2.06E-12,3.00E-12,2.20E-11,8.84E-12,2.514461639,1.510493835,6.83E-10,1.502618066,In recovery
00:00:04,0.847422297,5.25E-12,4.89E-12,4.45E-11,8.04E-12,3.592488887,1.535793242,7.70E-11,1.513555822,In recovery
00:00:05,0.506658589,1.88E-12,7.66E-12,4.14E-11,1.81E-11,51.35557884,1.649422822,1.18E-10,1.557885474,In recovery
00:00:06,0.321741043,3.48E-12,5.43E-12,6.33E-11,9.46E-12,50.0691609,1.728268799,1.54E-10,1.731911957,In recovery
00:00:07,0.203377009,3.18E-12,5.97E-12,5.23E-11,8.20E-12,9.616095679,1.69730131,1.33E-10,1.666311568,In recovery
00:00:08,0.147330613,4.50E-12,6.67E-12,1.82E-10,1.52E-11,14.12039215,2.809303758,2.61E-10,2.79284122,In recovery
00:00:09,0.102916311,5.90E-12,5.61E-12,4.16E-11,9.50E-12,15.14681342,1.660427457,1.20E-10,1.652458644,In recovery
00:00:10,0.077187624,4.41E-12,1.60E-12,3.86E-11,5.54E-12,16.87210601,1.846656813,8.43E-11,1.837263778,In recovery
00:00:11,0.099143105,2.94E-12,1.49E-12,6.43E-11,1.70E-11,5.966683828,1.478335266,2.03E-10,1.726961384,In recovery
00:00:12,0.07456214,2.49E-12,3.06E-12,5.72E-11,2.70E-11,17.72467401,3.833245541,1.49E-10,3.761133837,In recovery
00:00:13,0.052972834,2.73E-12,1.34E-12,1.32E-10,1.64E-11,5.604581676,3.079600264,2.61E-10,3.069936198,In recovery
00:00:14,0.042621348,3.25E-12,3.25E-12,8.34E-11,1.27E-11,43.36152572,2.949426583,1.87E-10,2.857842589,In recovery
00:00:15,0.06462533,1.80E-10,6.48E-11,3.36E-11,2.38E-10,53.74412651,47.9850771,7.86E-10,6.828101876,In recovery
00:00:16,0.061986805,1.72E-10,1.07E-11,9.10E-11,4.76E-11,58.52299997,50.24451008,3.73E-10,11.72998718,In recovery
00:00:17,0.110155344,1.97E-10,2.21E-11,1.42E-10,1.67E-10,51.7324649,50.36034149,7.87E-10,5.953242597,In recovery
00:00:18,0.037595119,4.15E-12,1.47E-12,4.76E-11,1.58E-11,51.58269118,50.2660735,1.11E-10,2.829522486,In recovery
00:00:19,0.018798024,2.61E-12,4.35E-12,2.60E-11,1.15E-11,51.49344266,49.62072721,8.93E-11,1.832345344,In recovery
00:00:20,0.02358507,2.62E-12,2.41E-12,6.61E-11,2.12E-11,50.73830212,3.934862991,1.87E-10,3.785751296,In recovery
00:00:21,0.112802607,2.31E-12,9.42E-12,4.44E-09,4.94E-11,2.874441117,1.623523129,1.03E-08,1.789972826,In recovery
00:00:22,0.020746394,2.30E-12,9.56E-13,2.04E-11,1.36E-11,50.01515107,1.840423119,1.53E-10,2.963801614,In recovery
00:00:23,0.013714508,1.76E-12,1.98E-12,1.27E-10,1.71E-11,31.67352154,3.152787052,2.29E-10,3.089013682,In recovery
