 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.348795151,2.57E-11,4.87E-11,5.95E-09,1.07E-10,51.44683048,49.96463748,6.14E-09,1.653779318, 
00:00:01,0.105678222,1.16E-11,3.56E-12,8.71E-11,4.42E-12,51.43056768,49.9140939,1.66E-09,1.522878699, 
00:00:02,0.145900832,6.51E-12,4.93E-12,5.10E-11,7.63E-12,51.37586903,49.08293082,1.30E-10,1.646545024, 
00:00:03,0.191576179,1.80E-12,3.33E-13,5.71E-11,7.14E-12,51.18714043,3.61713845,1.37E-10,2.20601021, 
00:00:04,0.149336485,1.43E-12,7.56E-13,2.66E-11,6.93E-12,50.6306621,2.43113994,6.95E-11,2.263271882,In recovery
00:00:05,0.122497404,8.27E-13,1.26E-12,2.38E-11,8.53E-12,50.05797884,4.003848043,6.21E-11,3.92624976,In recovery
00:00:06,0.119798938,1.80E-12,5.48E-13,1.12E-11,5.67E-12,14.32378991,3.557929385,3.41E-11,4.088987416,In recovery
00:00:07,0.102498075,1.42E-12,1.81E-12,2.29E-11,9.15E-12,9.809022486,3.637278448,6.20E-11,3.755294341,In recovery
00:00:08,0.07563431,9.61E-13,1.23E-12,2.40E-11,9.96E-12,8.138481967,3.723549697,6.71E-11,3.765279864,In recovery
00:00:09,0.049963629,8.99E-13,1.12E-12,2.62E-11,9.95E-12,7.790720198,3.705474249,7.03E-11,3.737924454,In recovery
00:00:10,0.025937386,8.06E-13,1.87E-12,2.69E-11,1.03E-11,11.51884197,3.938587662,7.31E-11,3.89993564,In recovery
00:00:11,0.029064147,1.54E-12,1.50E-12,4.61E-11,6.95E-12,4.39057459,1.670395442,1.54E-10,1.663792099,In recovery
00:00:12,0.037412389,9.33E-13,1.80E-12,8.31E-12,7.00E-12,49.72845696,4.256404568,3.38E-11,4.253753668,In recovery
00:00:13,0.024675778,8.55E-13,1.74E-12,9.79E-12,8.14E-12,49.6891178,4.515176315,3.88E-11,4.450458052,In recovery
00:00:14,0.015981902,6.50E-13,2.06E-12,2.03E-11,1.02E-11,50.56919644,4.333000943,6.14E-11,4.167213226,In recovery
00:00:15,0.009034791,7.79E-13,2.27E-12,2.32E-11,1.39E-11,49.61972997,4.321190155,7.79E-11,4.261900806,12:11:40
00:00:16,0.008924219,1.13E-12,1.87E-12,1.98E-11,1.10E-11,15.92775169,4.249581587,6.57E-11,4.23006928,12:11:40
00:00:17,0.00955421,1.74E-12,1.81E-12,1.37E-11,1.19E-11,51.04182691,4.879817924,5.57E-11,4.49599248,12:11:40
00:00:18,0.009302143,2.00E-12,2.76E-12,5.08E-12,8.83E-12,50.07906007,5.210120452,3.46E-11,5.060737192,12:11:40
00:00:19,0.011926718,1.65E-12,2.21E-12,9.39E-12,9.17E-12,50.83986134,4.874349941,4.15E-11,4.620435401,12:11:40
00:00:20,0.012731353,8.76E-13,2.05E-12,1.97E-11,1.55E-11,50.16921509,4.509581989,7.37E-11,4.426770911,12:11:40
00:00:21,0.012953893,1.89E-12,2.30E-12,2.56E-11,1.87E-11,50.86961709,4.646653807,9.46E-11,4.383833177,12:11:40
00:00:22,0.010619189,1.69E-12,2.37E-12,1.78E-11,1.56E-11,25.26668931,4.535281952,7.32E-11,4.495174817,12:11:40
00:00:23,0.010582474,1.02E-12,2.47E-12,1.09E-11,1.21E-11,50.68078864,4.893742622,5.15E-11,4.607931625,12:11:40
