 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.129174425,7.85E-12,2.77E-12,1.03E-10,8.46E-12,51.60366372,50.45590557,1.32E-10,1.760287646, 
00:00:01,0.072731664,5.44E-12,2.73E-12,3.67E-11,4.89E-12,51.60589478,50.42551846,1.65E-10,1.858441701, 
00:00:02,0.07680282,1.59E-12,2.80E-12,2.78E-11,4.70E-12,51.60230308,50.38609863,6.23E-11,3.300066128, 
00:00:03,0.066168284,1.63E-12,9.83E-13,1.47E-11,9.05E-12,51.56417669,49.91076802,4.34E-11,3.811256009, 
00:00:04,0.07713189,1.74E-12,6.29E-13,2.65E-11,3.85E-12,51.34238215,2.859002759,5.13E-11,2.258535885, 
00:00:05,0.076918123,1.98E-12,6.28E-13,2.81E-11,5.28E-12,51.31298204,3.555963102,4.78E-11,3.143409566, 
00:00:06,0.056775073,1.56E-12,1.70E-13,2.30E-11,2.32E-12,20.53257502,2.461270267,4.73E-11,2.391301512, 
00:00:07,0.037835553,2.03E-12,6.21E-13,8.36E-11,3.18E-12,5.444111438,1.711474467,1.79E-10,1.818959267, 
00:00:08,0.018685793,1.46E-12,4.77E-13,1.55E-11,1.19E-12,51.56966116,21.56153981,1.99E-11,3.086330285, 
00:00:09,0.016351134,1.49E-12,3.65E-13,6.50E-11,2.96E-12,5.835856467,1.671701912,1.73E-10,1.814038445, 
00:00:10,0.01680717,1.89E-12,2.07E-13,2.54E-11,1.57E-12,52.57644214,2.411849473,5.31E-11,1.918000635, 
00:00:11,0.014839486,3.32E-12,3.55E-13,7.48E-11,3.45E-12,19.74943269,2.6057873,1.37E-10,2.577699612, 
00:00:12,0.022971757,1.24E-12,8.87E-13,4.63E-12,1.25E-12,51.56883707,9.307986715,1.48E-11,3.610666717, 
00:00:13,0.019423372,1.78E-12,5.92E-13,1.68E-11,1.57E-12,50.57963751,2.925303468,4.15E-11,2.86930977, 
00:00:14,0.023362358,1.93E-12,8.67E-13,5.99E-11,1.52E-12,49.93344091,2.080236649,1.04E-10,2.235681962, 
00:00:15,0.017171588,1.28E-12,2.76E-13,9.93E-11,2.55E-12,49.70748944,2.417623105,1.57E-10,2.349614572, 
00:00:16,0.019570553,1.11E-12,1.26E-12,1.38E-11,2.00E-12,50.77904033,2.538769529,2.68E-11,2.395233176, 
00:00:17,0.008054166,1.73E-12,1.03E-12,5.38E-12,1.04E-12,50.18939661,2.001421524,2.59E-11,2.012810798, 
00:00:18,0.011878298,1.42E-12,2.06E-13,1.23E-11,4.80E-13,50.73916843,2.797796998,2.15E-11,2.876144872, 
00:00:19,0.005291021,1.82E-12,1.17E-13,6.03E-12,7.86E-13,51.31095511,3.383234063,1.23E-11,3.089231284, 
00:00:20,0.004921787,1.36E-12,2.55E-13,4.64E-12,5.12E-13,51.3976848,3.385616914,9.35E-12,3.125225878, 
00:00:21,0.00436882,1.17E-12,2.30E-13,9.27E-12,1.17E-12,47.07764618,3.285417173,1.84E-11,3.114650735, 
00:00:22,0.006572179,1.11E-12,3.64E-13,7.70E-12,8.71E-13,50.38333665,3.329288349,1.44E-11,3.353668875, 
00:00:23,0.00972281,9.61E-13,3.23E-13,6.80E-12,8.01E-13,51.50190693,3.881361695,1.32E-11,3.45000996, 
00:00:24,0.012031227,2.03E-12,4.08E-13,7.96E-12,9.72E-13,51.1573669,3.557274044,1.54E-11,3.414430321, 
