 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.20543394,6.37E-13,3.08E-13,1.14E-10,4.07E-12,51.5867424,50.42091992,1.60E-10,1.877711166, 
00:00:01,0.166751405,3.23E-11,1.36E-11,6.04E-11,1.92E-11,51.73877762,50.36240114,2.61E-10,2.525424125, 
00:00:02,0.128134051,1.49E-12,3.59E-13,7.96E-12,1.40E-12,51.64325302,49.6031294,3.36E-11,1.703621267, 
00:00:03,0.159081428,3.12E-12,6.09E-13,1.61E-11,2.44E-12,51.73102445,50.60401018,3.32E-11,1.829741774, 
00:00:04,0.160849968,1.86E-11,1.87E-12,4.17E-11,3.03E-12,52.98252242,50.30493895,1.31E-10,1.786627337, 
00:00:05,0.148453171,5.56E-13,3.80E-13,2.64E-11,2.99E-12,51.57012891,50.31915462,5.10E-11,1.866232625, 
00:00:06,0.165911287,8.44E-12,1.54E-12,1.95E-10,6.00E-12,53.57658279,50.53674551,1.74E-10,2.50975373, 
00:00:07,0.220422437,8.84E-11,4.82E-11,3.89E-09,1.64E-10,51.50102734,2.439714758,8.56E-09,1.91939272, 
00:00:08,0.145743144,8.98E-12,3.08E-11,8.29E-10,5.10E-11,51.38668548,2.787922042,1.93E-09,1.683828051, 
00:00:09,0.090706714,1.48E-11,8.31E-12,2.39E-09,9.18E-11,50.25375195,2.086806083,5.19E-09,1.963391396, 
00:00:10,0.100078878,3.50E-11,1.84E-11,2.34E-10,3.53E-11,51.62372058,49.11238387,1.26E-09,1.67110855, 
00:00:11,0.196099193,7.14E-10,1.05E-09,4.96E-09,3.99E-09,50.74476481,5.163003836,1.59E-08,4.748857395, 
00:00:12,0.171471587,3.99E-11,9.68E-12,3.93E-10,1.39E-11,51.63004466,49.90498465,1.33E-09,1.547780345, 
00:00:13,0.27988006,1.90E-12,1.43E-12,3.41E-10,1.45E-11,51.56705266,50.24973916,8.77E-10,1.897981868, 
00:00:14,0.347875005,7.52E-13,3.97E-13,3.73E-10,5.52E-12,50.97119634,1.802641611,1.37E-09,1.707188166, 
00:00:15,0.37528353,2.19E-12,1.21E-12,2.66E-11,5.81E-12,51.30901019,1.766511441,2.94E-10,1.538417051, 
00:00:16,0.323615256,6.11E-13,7.52E-13,1.03E-10,4.18E-12,3.76555618,1.5158837,9.43E-10,1.677499573, 
00:00:17,0.43188232,8.06E-12,8.63E-12,8.54E-11,3.33E-12,51.13251742,1.662118114,4.80E-10,1.524715798, 
00:00:18,0.26206581,2.08E-12,3.76E-12,2.45E-10,6.16E-12,12.62043039,1.61489315,3.87E-10,1.642591718, 
00:00:19,0.11374531,2.19E-11,8.98E-12,2.25E-10,2.52E-11,49.6305689,1.66116953,4.14E-10,1.592286635, 
00:00:20,0.112044713,1.05E-12,8.96E-14,5.01E-12,5.01E-13,51.59742028,50.26095807,6.97E-11,1.509430168, 
00:00:21,0.232443572,1.77E-12,5.65E-12,4.12E-10,4.24E-11,50.85143113,1.881131822,9.67E-10,1.826334323, 
00:00:22,0.122165111,3.55E-13,1.04E-13,2.13E-11,9.64E-13,50.69213032,1.697147148,3.65E-11,1.556575376, 
00:00:23,0.036149426,1.80E-13,4.80E-14,1.35E-11,1.47E-12,4.847607148,1.57241153,2.94E-11,1.539128094, 
00:00:24,0.108922301,2.76E-13,4.54E-14,1.05E-11,5.65E-13,49.50023721,1.526619377,1.99E-11,1.532550086, 
