 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00.0,0.603068312,1.18E-12,2.33E-13,3.12E-11,1.65E-12,52.54577968,50.40124421,2.56E-10,1.67934921, 
00:00:00.5,0.37202278,3.97E-11,2.17E-13,1.02E-11,1.76E-12,61.94639483,2.708653223,3.50E-10,1.660456072, 
00:00:01.0,0.419619192,1.20E-12,1.18E-12,5.38E-12,1.56E-12,52.63630964,50.08732884,5.46E-10,1.659472146, 
00:00:01.5,0.309081995,1.32E-12,5.09E-13,2.53E-11,1.36E-12,52.43909686,49.5462085,1.67E-10,1.68610689, 
00:00:02.0,0.227084982,5.01E-12,1.02E-12,3.42E-11,1.60E-12,52.47475495,49.5467,1.41E-10,1.651845113, 
00:00:02.5,0.211079392,4.25E-12,4.38E-13,1.65E-12,2.69E-13,52.20958252,2.3119168,1.45E-11,1.659908702, 
00:00:03.0,0.220735507,3.25E-12,9.33E-13,2.04E-12,4.85E-13,52.2638704,1.913900525,2.74E-11,1.665325601, 
00:00:03.5,0.281350285,5.47E-12,1.68E-12,4.49E-12,6.20E-13,53.03891321,2.132225366,2.02E-11,1.669049727, 
00:00:04.0,0.321476921,3.04E-12,2.15E-13,2.66E-12,1.69E-12,50.9843814,1.48803838,1.11E-11,1.66977957, 
00:00:04.5,0.380458788,1.78E-12,1.75E-12,1.62E-12,2.39E-12,47.97403275,1.394097769,1.31E-11,1.66596069, 
00:00:05.0,0.431855915,3.20E-12,1.07E-12,1.34E-12,2.93E-12,2.98678567,1.368699584,2.36E-11,1.667801951, 
00:00:05.5,0.448496157,3.53E-12,3.00E-13,3.89E-13,2.07E-12,2.914992757,1.360172431,8.30E-12,1.663045336, 
00:00:06.0,0.453493799,1.86E-12,5.67E-13,4.32E-12,7.05E-13,2.911798803,1.36260561,2.52E-11,1.665936489, 
00:00:06.5,0.42396657,2.48E-12,8.19E-13,4.52E-13,5.98E-13,3.042264991,1.367783636,5.92E-12,1.664879464, 
00:00:07.0,0.390182939,3.91E-12,8.47E-13,2.48E-13,3.12E-13,3.343556347,1.374634273,7.40E-12,1.663766367, 
00:00:07.5,0.344005361,3.09E-12,6.78E-13,3.74E-12,1.34E-12,3.303321815,1.373667982,1.87E-11,1.664552806, 
00:00:08.0,0.308272634,6.94E-12,1.77E-13,7.81E-12,6.71E-13,3.557990937,1.381855241,2.54E-11,1.665217477, 
00:00:08.5,0.264740141,5.54E-12,8.71E-13,1.31E-12,5.56E-13,49.8962753,1.406420367,1.02E-11,1.6679004, 
00:00:09.0,0.218281718,4.58E-12,4.94E-13,8.16E-13,9.92E-13,51.61907926,1.436862735,9.21E-12,1.657838252, 
00:00:09.5,0.175962734,1.94E-12,3.60E-13,1.61E-12,5.00E-13,52.71271109,1.48614499,4.41E-12,1.667737416, 
00:00:10.0,0.14013862,5.13E-12,2.15E-13,6.89E-13,1.09E-13,101.4899856,1.574546321,1.03E-11,1.6644287, 
00:00:10.5,0.126376254,4.67E-12,7.27E-13,4.21E-12,6.28E-13,150.6093023,1.622962654,1.57E-11,1.667496226, 
00:00:11.0,0.1087399,7.03E-12,5.89E-13,1.55E-11,4.74E-13,151.8437964,1.701991625,2.98E-11,1.637176175, 
00:00:11.5,0.092990811,4.47E-12,1.24E-12,2.05E-12,8.33E-13,204.1280778,1.912325406,1.23E-11,1.661107107, 
