 ,Raw EEG2,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG2,Raw EEG2,All 0.5-32Hz,Raw EEG2,Raw EEG2
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
09:00.0,0.206295772,4.89E-13,7.52E-14,4.25E-11,1.53E-12,2.82344766,1.352540899,7.82E-11,1.676931027,616 moving
09:00.5,0.169851092,7.43E-14,7.66E-14,1.52E-10,6.13E-12,2.680977974,1.248640667,2.80E-10,1.602882886,616 moving
09:01.0,0.157851101,5.69E-14,3.11E-14,9.24E-13,7.72E-14,2.783957538,1.334657095,2.30E-12,1.662320436,616 moving
09:01.5,0.14935431,5.49E-13,3.69E-13,8.76E-12,3.60E-13,2.778039317,1.328296207,2.06E-11,1.657703386,616 moving
09:02.0,0.138792868,1.51E-13,1.26E-13,2.85E-12,1.14E-13,2.775057185,1.327988472,1.64E-12,1.657472198,616 moving
09:02.5,0.110713264,1.60E-13,2.35E-13,6.43E-11,4.33E-12,2.948136304,1.357413178,1.25E-10,1.688871562,616 moving
09:03.0,0.111861362,1.27E-13,7.07E-14,1.19E-11,5.97E-13,2.806235609,1.338558696,1.84E-11,1.666501395,616 moving
09:03.5,0.080445699,2.08E-13,1.87E-13,3.24E-12,3.71E-13,2.800116719,1.332872649,5.29E-12,1.662071246,616 moving
09:04.0,0.054494673,8.17E-14,7.81E-14,7.58E-12,2.43E-13,2.953253092,1.387229692,4.03E-11,1.708518958,616 moving
09:04.5,0.067775487,1.87E-13,4.83E-13,9.67E-11,1.09E-11,4.318371804,1.703469753,2.61E-10,2.01263028,616 moving
09:05.0,0.061937874,9.86E-14,1.08E-13,3.86E-12,3.66E-12,2.901291147,1.379086376,3.02E-11,1.697599123,616 moving
09:05.5,0.018991254,3.10E-13,3.46E-14,1.36E-12,2.64E-13,4.344312746,1.828143597,4.45E-12,2.10328156,616 moving
09:06.0,0.027719151,7.82E-14,1.22E-13,2.96E-12,8.45E-13,3.269650881,1.443192184,5.59E-12,1.741128171,616 moving
09:06.5,0.031443889,2.49E-13,2.66E-13,5.66E-12,2.84E-12,4.227002527,1.511933013,1.78E-11,1.8152412,616 moving
09:07.0,0.017688012,3.86E-14,1.43E-13,6.38E-11,3.76E-12,5.504075886,3.261239938,1.51E-10,3.256181331,616 moving
09:07.5,0.036618484,1.66E-13,1.41E-13,6.92E-12,1.20E-13,2.735431477,1.288847833,8.51E-12,1.62793767,616 moving
09:08.0,0.066510642,5.78E-14,5.82E-14,2.11E-12,1.16E-13,2.823663604,1.357567104,6.03E-12,1.679195833,616 moving
09:08.5,0.084143019,1.15E-13,3.72E-14,5.12E-12,4.22E-13,2.760190785,1.314430329,1.06E-11,1.647372387,616 moving
09:09.0,0.088640384,9.49E-14,1.52E-14,6.89E-11,3.27E-12,3.333768447,1.488705636,1.57E-10,1.788933278,616 moving
09:09.5,0.06084921,1.00E-13,5.83E-14,1.10E-11,1.50E-13,2.869948799,1.381535995,8.53E-12,1.699142957,616 moving
09:10.0,0.045272578,1.72E-13,1.07E-13,1.39E-11,2.44E-12,3.517354999,1.481194486,2.15E-11,1.78747429,616 moving
09:10.5,0.053376053,8.57E-14,8.79E-14,1.56E-11,3.79E-13,2.991287102,1.420737435,2.58E-11,1.731744603,616 moving
09:11.0,0.057343458,3.37E-13,1.36E-13,2.16E-11,1.38E-12,2.856308055,1.344497825,3.36E-11,1.671051769,616 moving
09:11.5,0.032646505,6.72E-14,1.07E-13,1.16E-11,1.03E-12,2.834301786,1.304020858,2.86E-11,1.641114817,616 moving
09:12.0,0.040199459,4.70E-14,7.51E-14,5.58E-12,5.11E-13,2.838101838,1.313174832,9.83E-12,1.650432046,616 moving
09:12.5,0.043908698,3.67E-13,7.90E-14,4.70E-12,3.98E-13,2.806068235,1.328331335,1.58E-12,1.658074877,616 moving
09:13.0,0.034525071,4.73E-14,1.01E-13,8.97E-11,2.86E-12,4.930690717,2.829967056,1.62E-10,2.89704836,616 moving
09:13.5,0.019544121,1.34E-13,1.42E-14,2.55E-12,5.11E-14,2.946034355,1.406789243,2.57E-12,1.715368109,616 moving
09:14.0,0.011699953,3.78E-13,5.49E-13,1.20E-11,3.48E-13,20.78346612,3.698043655,2.12E-11,3.969293968,616 moving
09:14.5,0.030999328,1.40E-13,1.16E-13,1.87E-10,3.92E-12,4.188779534,2.139882315,3.29E-10,2.34730151,616 moving
09:15.0,0.01280665,4.45E-14,2.82E-14,2.50E-11,9.39E-14,4.038945093,2.317529944,1.75E-11,2.39068747,616 moving
09:15.5,0.015176184,1.65E-13,6.99E-14,2.27E-12,2.20E-13,3.67935622,1.536461542,8.29E-12,1.822091598,616 moving
09:16.0,0.014725765,7.40E-14,3.25E-14,3.04E-12,3.38E-13,3.776037719,1.498917411,2.78E-12,1.795426092,616 moving
09:16.5,0.023823172,3.65E-13,3.96E-13,2.77E-11,1.26E-12,8.015492851,2.19226765,3.78E-11,2.373466204,616 moving
09:17.0,0.015307447,6.17E-14,1.02E-13,7.04E-11,2.08E-12,5.506732519,2.413507651,1.44E-10,2.591009563,616 moving
09:17.5,0.028038184,5.79E-14,3.38E-14,2.37E-12,2.81E-13,3.241680266,1.448051693,1.23E-11,1.755171712,616 moving
09:18.0,0.031465654,1.50E-13,1.44E-14,2.31E-12,2.51E-13,2.859957258,1.335537202,3.75E-12,1.666360091,616 moving
09:18.5,0.026925778,1.90E-13,2.09E-13,2.47E-11,1.42E-12,3.666038363,1.580147608,4.32E-11,1.863438433,616 moving
09:19.0,0.012776804,1.64E-13,6.15E-14,2.73E-12,8.86E-13,18.71284214,1.733465342,2.56E-11,2.894874414,616 moving
09:19.5,0.038228108,7.24E-14,5.62E-14,6.04E-13,2.96E-13,2.820263992,1.350321723,2.83E-12,1.672338269,616 moving
09:20.0,0.050052378,1.78E-13,8.20E-14,1.27E-11,3.14E-13,2.777755573,1.324117549,5.91E-12,1.653953384,616 moving
09:20.5,0.051153756,1.11E-13,6.51E-14,1.04E-10,2.62E-12,4.750977765,1.746345895,1.81E-10,2.172575055,616 moving
09:21.0,0.056221677,1.99E-13,5.18E-14,3.43E-12,2.91E-13,2.76571271,1.313714588,2.30E-12,1.643996771,616 moving
09:21.5,0.054263645,1.60E-13,1.70E-14,3.60E-12,2.41E-13,2.804534893,1.335330397,9.45E-13,1.661793406,616 moving
09:22.0,0.050350693,1.40E-13,6.50E-14,8.38E-11,3.56E-12,3.755923952,1.72982271,2.07E-10,2.002858184,616 moving
09:22.5,0.012752161,5.40E-14,3.80E-14,1.60E-11,1.75E-12,5.518525455,2.822881814,5.17E-11,2.916211918,616 moving
09:23.0,0.026089344,4.96E-14,2.49E-14,2.11E-11,1.16E-12,4.153178792,2.179622375,5.72E-11,2.357307446,616 moving
09:23.5,0.060238042,2.89E-13,7.13E-14,1.16E-11,1.15E-12,2.798753829,1.33232836,5.93E-11,1.658614653,616 moving
09:24.0,0.025683148,1.09E-13,1.77E-13,3.51E-11,1.50E-12,5.983870297,1.466297683,6.71E-11,1.783995092,616 moving
09:24.5,0.030646569,2.70E-13,2.73E-13,3.54E-12,6.33E-13,3.458205507,1.4066735,1.15E-11,1.728592607,616 moving
09:25.0,0.040705699,7.81E-14,1.43E-13,2.09E-12,3.68E-13,2.831742071,1.344106637,3.88E-12,1.669241546,616 moving
09:25.5,0.034746939,1.02E-13,1.60E-13,4.20E-11,3.58E-12,4.554693082,2.150828956,1.04E-10,2.379092812,616 moving
09:26.0,0.01340515,1.56E-13,3.05E-14,2.10E-13,9.24E-14,3.174768104,1.350177961,6.11E-12,1.663808536,616 moving
09:26.5,0.023404142,3.73E-13,1.23E-13,6.88E-12,4.86E-13,3.875366381,1.483202316,1.55E-11,1.791729381,616 moving
09:27.0,0.028603777,6.11E-14,1.79E-13,2.55E-12,1.42E-13,2.816097025,1.332646419,1.69E-12,1.659494769,616 moving
09:27.5,0.039354011,2.79E-13,3.24E-13,9.57E-11,2.40E-12,3.765262401,1.695721804,2.21E-10,1.966158528,616 moving
09:28.0,0.007396377,1.76E-13,3.18E-14,1.06E-11,5.63E-13,49.94146845,3.445792,8.50E-12,3.331196607,616 moving
09:28.5,0.008920641,2.21E-13,5.67E-14,2.04E-11,3.82E-13,4.441026927,2.060254884,3.70E-11,2.286934138,616 moving
09:29.0,0.014056419,9.42E-14,6.35E-14,6.61E-11,2.42E-12,4.676051685,1.96348768,9.89E-11,2.27119032,616 moving
09:29.5,0.021507002,5.46E-14,3.44E-14,1.71E-11,2.73E-13,3.814789488,1.771118906,4.62E-11,2.042367128,616 moving
09:30.0,0.009233794,3.99E-14,7.33E-14,1.32E-11,5.82E-13,83.47809268,3.226252224,4.95E-11,3.0699364,616 moving
09:30.5,0.056674312,2.85E-13,2.51E-13,3.95E-10,7.30E-12,3.862244555,1.81887965,9.94E-10,2.107731176,616 moving
09:31.0,0.031821159,1.80E-13,1.23E-13,8.44E-11,8.10E-12,4.177989954,1.650688628,3.29E-10,1.932657296,616 moving
09:31.5,0.015959083,2.27E-13,2.82E-14,3.71E-10,1.40E-12,4.532315376,2.625930799,7.54E-10,2.614476412,616 moving
09:32.0,0.276601994,2.54E-13,3.75E-13,5.61E-09,5.88E-11,3.573275979,1.578553241,1.60E-08,1.865254454,616 moving
09:32.5,0.080648041,9.87E-14,1.05E-14,4.15E-10,4.21E-12,3.374959099,1.520318122,1.62E-09,1.807880279,616 moving
09:33.0,0.099978508,2.67E-13,4.08E-14,7.16E-12,2.37E-13,2.804498242,1.344206137,1.51E-11,1.669725138,616 moving
09:33.5,0.083598653,1.64E-13,1.73E-13,4.24E-11,4.96E-12,3.091359073,1.441837633,5.71E-11,1.747409551,616 moving
09:34.0,0.085226816,2.71E-13,3.93E-13,5.74E-11,5.57E-13,2.922434704,1.415584131,1.40E-10,1.726291971,616 moving
09:34.5,0.044940447,1.61E-13,8.28E-14,2.31E-11,1.02E-12,3.70013935,1.784025545,6.23E-11,2.044772059,616 moving
09:35.0,0.041389255,9.89E-14,2.77E-13,5.06E-11,9.28E-13,4.220830874,1.870862911,2.83E-11,2.146091007,616 moving
09:35.5,0.044451487,6.01E-14,9.87E-14,5.15E-11,6.10E-13,3.859500276,1.726569756,6.80E-11,2.022723652,616 moving
09:36.0,0.02116568,4.90E-13,2.59E-13,1.36E-11,1.01E-12,4.40368287,2.173849152,3.93E-11,2.342060846,616 moving
09:36.5,0.039195658,6.96E-14,6.26E-14,2.17E-10,4.80E-12,3.873258583,1.820627807,4.61E-10,2.117092403,616 moving
09:37.0,0.018122171,4.05E-14,2.05E-14,2.05E-11,9.86E-14,3.536607768,1.562245523,1.21E-11,1.846674974,616 moving
09:37.5,0.018666123,8.29E-14,1.93E-13,7.83E-11,3.63E-12,4.612535749,1.991470536,9.42E-11,2.307489876,616 moving
09:38.0,0.020385918,3.64E-13,3.38E-13,7.70E-11,5.77E-12,5.260217993,3.187150182,2.32E-10,3.211125307,616 moving
09:38.5,0.134383972,1.39E-13,3.62E-13,4.15E-10,1.77E-11,3.124250149,1.404682609,1.92E-09,1.714921158,616 moving
09:39.0,0.601344264,1.06E-12,3.64E-12,1.55E-09,1.56E-11,2.878351582,1.393234266,1.44E-08,1.707485411,616 moving
09:39.5,0.29306141,1.54E-13,3.55E-14,2.26E-09,6.43E-12,3.865202358,2.432931582,7.73E-09,2.454449748,616 moving
09:40.0,0.3595723,2.28E-13,9.89E-15,2.89E-11,3.74E-13,2.78787687,1.337396729,1.49E-09,1.664367423,616 moving
09:40.5,0.285597929,1.06E-13,2.34E-13,8.67E-13,2.29E-13,2.801453995,1.344064345,4.22E-12,1.669695158,616 moving
09:41.0,0.174530243,6.99E-14,1.01E-13,5.18E-11,2.37E-12,2.952493891,1.421971447,8.35E-11,1.732234017,616 moving
09:41.5,0.143177336,1.02E-13,5.02E-14,2.31E-11,2.52E-13,2.821392067,1.35663912,9.65E-11,1.67913497,616 moving
09:42.0,0.080293439,3.03E-13,1.42E-13,1.88E-10,8.10E-12,4.501662338,1.982205929,5.05E-10,2.310907701,616 moving
09:42.5,0.076054681,1.55E-13,8.29E-14,3.41E-11,3.15E-13,2.865748315,1.382916837,4.36E-11,1.699528127,616 moving
09:43.0,0.079354813,1.94E-13,3.98E-14,2.12E-11,1.41E-12,2.795221583,1.337476036,4.25E-11,1.663751292,616 moving
09:43.5,0.039523711,1.31E-13,1.06E-13,6.27E-11,1.48E-12,3.82772914,1.315838014,8.47E-11,1.670929424,616 moving
09:44.0,0.0290295,2.79E-13,2.35E-13,3.57E-11,7.51E-13,5.281043939,1.798033125,9.73E-11,2.410584393,616 moving
09:44.5,0.057605072,1.72E-13,4.52E-13,1.37E-12,1.68E-12,2.831415654,1.334753352,4.93E-12,1.665187448,616 moving
09:45.0,0.062728377,1.21E-13,6.12E-14,5.14E-12,2.15E-12,2.940121001,1.384429692,1.43E-11,1.704333188,616 moving
09:45.5,0.053771009,4.09E-14,1.05E-13,2.28E-11,5.31E-12,3.93774468,1.611832372,8.12E-11,1.887012253,616 moving
09:46.0,0.022282369,5.27E-13,1.14E-13,2.70E-11,7.83E-13,4.010623448,2.177445302,5.72E-11,2.306037696,616 moving
09:46.5,0.034437506,3.18E-13,2.10E-13,1.33E-11,5.19E-13,2.829194876,1.272115491,6.91E-12,1.618673095,616 moving
09:47.0,0.043018356,1.29E-13,5.15E-14,1.15E-10,7.49E-12,4.536954199,2.222513016,2.52E-10,2.431083512,616 moving
09:47.5,0.003537189,9.07E-14,7.66E-14,2.58E-12,1.61E-13,53.07519527,3.202603105,2.56E-12,2.806032035,616 moving
09:48.0,0.018188627,4.77E-13,5.77E-13,2.01E-11,1.20E-12,23.71375343,2.606749854,3.95E-11,2.550759752,616 moving
09:48.5,0.032593375,2.10E-13,1.79E-13,9.65E-12,8.24E-13,3.824101812,1.669281957,7.12E-11,1.938207022,616 moving
09:49.0,0.05307626,5.29E-13,8.99E-14,4.65E-11,2.56E-12,3.816848559,1.67689273,1.51E-10,1.950107684,616 moving
09:49.5,0.051927241,1.25E-13,8.39E-14,4.53E-11,6.22E-12,3.808477333,1.610120186,1.13E-10,1.899516442,616 moving
09:50.0,0.042775549,1.49E-13,9.70E-14,6.87E-12,1.29E-12,3.203913019,1.422459224,1.34E-11,1.735818598,616 moving
09:50.5,0.048295527,9.98E-14,1.15E-13,3.31E-12,2.37E-13,2.754734921,1.307127168,3.90E-12,1.641441954,616 moving
09:51.0,0.044131003,1.85E-13,3.51E-14,7.79E-12,1.07E-13,2.800653921,1.327379257,8.40E-12,1.655232973,616 moving
09:51.5,0.040312405,1.02E-13,1.65E-13,6.47E-11,2.23E-12,4.567633892,2.101463636,1.39E-10,2.358021029,616 moving
09:52.0,0.038607954,1.82E-13,3.02E-14,3.93E-12,3.96E-13,2.814730314,1.341013126,1.43E-12,1.665383139,616 moving
09:52.5,0.048253851,6.73E-14,3.34E-13,1.52E-10,5.95E-12,4.118881555,1.977496039,3.00E-10,2.243380066,616 moving
09:53.0,0.025284541,7.30E-13,2.30E-13,2.75E-11,6.73E-13,3.697024507,1.565116137,1.90E-11,1.856292467,616 moving
09:53.5,0.030500102,2.16E-13,2.20E-14,3.18E-13,1.10E-13,2.784144398,1.314955837,7.87E-13,1.645141004,616 moving
09:54.0,0.035639411,2.19E-13,1.14E-13,5.46E-11,1.44E-12,3.559766832,1.520378402,9.75E-11,1.815325704,616 moving
09:54.5,0.014305745,2.10E-13,1.23E-13,1.08E-11,2.00E-13,3.845421825,1.895644425,2.21E-11,2.130251117,616 moving
09:55.0,0.026623174,2.03E-13,2.56E-13,1.43E-11,1.02E-12,3.602217861,1.51642089,5.08E-11,1.814027224,616 moving
09:55.5,0.01533508,9.13E-14,1.32E-13,1.12E-10,4.15E-12,5.423101781,2.988282595,1.31E-10,3.046882872,616 moving
09:56.0,0.038856174,1.64E-13,7.24E-14,1.17E-10,6.34E-13,3.657313962,1.671579989,2.57E-10,1.938974207,616 moving
09:56.5,0.006119839,7.70E-14,8.84E-14,1.94E-12,4.37E-13,62.85530453,2.675712759,2.54E-12,2.616174656,616 moving
09:57.0,0.008866396,1.27E-13,2.59E-13,6.90E-12,8.92E-13,8.983632111,1.972222103,8.51E-12,2.364344013,616 moving
09:57.5,0.013918625,1.26E-13,5.89E-14,7.57E-11,4.28E-12,4.979254505,2.849481787,8.92E-11,2.950820656,616 moving
09:58.0,0.026758884,3.01E-13,6.44E-14,3.93E-11,1.11E-12,3.721443944,1.60383267,7.35E-11,1.88792363,616 moving
09:58.5,0.031424807,1.38E-13,1.20E-13,8.05E-11,2.91E-12,3.803871184,1.641411505,2.09E-10,1.919165991,616 moving
09:59.0,0.035287492,4.38E-13,1.04E-13,1.33E-10,2.36E-12,3.747452363,1.665992191,4.76E-10,1.941535,616 moving
09:59.5,0.02196624,5.76E-14,3.62E-14,1.07E-11,5.74E-13,3.583213799,1.533315818,6.59E-11,1.826787072,616 moving
10:00.0,0.01944499,8.25E-14,3.17E-14,2.91E-12,4.91E-13,3.098224388,1.379249557,2.16E-12,1.696050159,616 moving
10:00.5,0.016209546,4.48E-13,3.07E-14,3.67E-12,2.12E-12,5.547642009,1.91888535,1.32E-11,2.258011955,616 moving
10:01.0,0.023951137,4.44E-14,1.34E-13,5.96E-11,3.37E-12,4.897347485,2.873998728,1.21E-10,2.885620944,616 moving
10:01.5,0.013437524,4.30E-14,5.95E-14,1.69E-12,4.23E-13,5.174813228,1.389424599,1.66E-12,1.701782677,616 moving
10:02.0,0.017237042,4.39E-13,1.19E-13,1.82E-12,4.54E-14,3.619864577,1.480202947,6.52E-12,1.774683267,616 moving
10:02.5,0.011761111,9.22E-14,4.75E-14,1.25E-12,1.63E-13,3.741472385,1.414681694,2.36E-12,1.721992223,616 moving
10:03.0,0.00997832,1.48E-13,2.30E-14,8.53E-12,1.18E-13,3.872190795,1.529012765,9.23E-12,1.797082217,616 moving
10:03.5,0.01111547,1.31E-13,1.92E-13,5.91E-12,2.05E-12,9.080212135,2.803413102,3.55E-11,2.802863235,616 prepare to stun
10:04.0,0.05599939,4.43E-13,1.10E-13,2.10E-12,1.43E-13,2.989583139,1.420713326,8.35E-12,1.73024347,616 prepare to stun
10:04.5,0.089656431,2.59E-13,9.06E-14,8.87E-12,7.57E-13,2.771891958,1.320914467,1.82E-11,1.652247118,616 prepare to stun
10:05.0,0.105260053,1.20E-13,3.36E-13,4.15E-11,3.28E-12,2.966272433,1.405287541,6.29E-11,1.7213711,616 prepare to stun
10:05.5,0.142880505,1.44E-13,4.45E-14,8.91E-12,1.93E-13,2.793709078,1.339480556,1.14E-11,1.665666023,616 prepare to stun
10:06.0,0.148435498,5.48E-14,3.13E-13,1.36E-10,1.00E-11,3.087311019,1.351085458,2.33E-10,1.686203756,616 prepare to stun
10:06.5,0.140585771,2.40E-13,6.16E-14,4.10E-12,5.11E-13,2.776749378,1.330983336,6.38E-11,1.659107435,616 prepare to stun
10:07.0,0.054153217,3.79E-13,1.05E-13,4.68E-11,8.46E-13,4.049889081,2.338624305,9.16E-11,2.421591541,616 prepare to stun
10:07.5,0.079373762,6.37E-14,1.19E-13,1.12E-10,2.89E-12,3.843371647,1.804003776,1.41E-10,2.08771995,616 prepare to stun
10:08.0,0.116646504,1.37E-13,5.02E-14,2.75E-11,2.55E-13,2.716592367,1.295368788,1.76E-11,1.632942072,616 prepare to stun
10:08.5,0.113848267,4.97E-13,2.89E-13,3.32E-12,6.74E-13,2.797686158,1.341894362,1.43E-11,1.667449477,616 prepare to stun
10:09.0,0.080599075,1.48E-13,7.08E-14,8.31E-12,2.23E-13,2.747179819,1.309221516,2.99E-11,1.643572372,616 prepare to stun
10:09.5,0.076159239,1.97E-13,7.20E-14,1.89E-11,2.03E-12,2.994039891,1.408411758,2.74E-11,1.72385796,616 prepare to stun
10:10.0,0.075675555,1.58E-13,4.63E-14,1.24E-11,2.10E-12,2.775450489,1.31348645,1.39E-11,1.647035675,616 prepare to stun
10:10.5,0.041934198,1.56E-13,1.49E-13,6.13E-11,7.99E-14,3.400946468,1.559242019,3.13E-10,1.838950626,616 prepare to stun
10:11.0,0.149096678,3.69E-13,1.03E-12,1.99E-09,6.26E-11,3.809403978,1.665957637,6.29E-09,1.944932158,616 prepare to stun
10:11.5,0.07898023,1.23E-13,1.80E-13,1.54E-10,2.75E-12,3.72015262,1.766998729,9.55E-10,2.037275433,616 prepare to stun
10:12.0,0.070147439,1.30E-13,1.61E-13,2.79E-12,1.20E-13,2.838035628,1.362330478,1.90E-11,1.683939197,616 prepare to stun
10:12.5,0.034926407,5.94E-14,1.19E-13,7.59E-12,5.55E-13,2.881840509,1.363538329,1.47E-11,1.685630047,616 prepare to stun
10:13.0,0.016641659,9.52E-14,2.83E-13,7.13E-11,3.24E-12,7.516287883,3.314535259,9.86E-11,3.30775722,616 prepare to stun
10:13.5,0.018978451,8.26E-14,2.56E-14,1.07E-10,8.08E-13,3.901547711,1.894106374,2.28E-10,2.180396758,616 prepare to stun
10:14.0,0.022006893,2.99E-13,7.16E-14,4.79E-12,4.25E-13,3.117418776,1.412186963,1.63E-11,1.718938484,616 prepare to stun
10:14.5,0.022943725,3.58E-13,7.62E-14,4.08E-12,1.23E-12,4.189022613,1.424714184,1.85E-11,1.735139568,616 prepare to stun
10:15.0,0.060396966,1.23E-13,6.29E-14,9.44E-11,9.98E-13,3.266744633,1.483614914,2.46E-10,1.782657682,616 prepare to stun
10:15.5,0.028661015,1.35E-13,1.58E-14,4.54E-13,2.91E-13,3.383052487,1.493864212,5.27E-12,1.786121163,616 prepare to stun
10:16.0,0.004287398,2.68E-13,8.79E-14,3.47E-13,2.41E-13,67.87297651,2.736384278,3.68E-12,2.707388129,616 prepare to stun
10:16.5,0.009746242,2.15E-13,7.04E-14,5.41E-12,1.04E-12,36.97049677,4.1518354,1.22E-11,4.251968612,616 prepare to stun
10:17.0,0.018297057,1.08E-13,4.21E-14,5.66E-11,3.66E-12,4.581968078,2.202056771,1.17E-10,2.420958909,616 prepare to stun
10:17.5,0.00549004,9.26E-14,2.06E-14,3.25E-12,2.35E-13,9.664281389,1.861454941,3.20E-12,2.077482304,616 prepare to stun
10:18.0,0.034386124,7.45E-13,1.06E-13,2.21E-11,5.64E-13,3.463779061,1.558140074,6.98E-11,1.839253781,616 prepare to stun
10:18.5,0.025427282,1.76E-13,1.80E-13,5.90E-11,3.55E-12,50.76273895,3.119959332,5.50E-11,3.26861626,616 prepare to stun
10:19.0,0.01624898,7.65E-14,1.43E-13,5.51E-11,6.58E-13,4.475927003,1.920247031,1.14E-10,2.181206058,616 prepare to stun
10:19.5,0.004042418,9.48E-14,3.77E-13,1.71E-12,1.22E-13,53.59117515,49.44635925,4.68E-12,3.319257009,616 prepare to stun
10:20.0,0.021844573,1.49E-13,3.12E-13,2.55E-11,4.18E-13,7.969890893,2.463574417,3.66E-11,2.48528816,616 prepare to stun
10:20.5,0.025495202,8.37E-14,2.58E-13,1.64E-10,6.17E-12,5.257640431,2.458137391,2.97E-10,2.577084919,616 prepare to stun
10:21.0,0.003494892,7.84E-14,5.53E-14,4.25E-12,7.82E-14,92.42437237,50.1647143,2.54E-12,4.396064651,616 prepare to stun
10:21.5,0.012901161,1.62E-13,2.34E-13,6.82E-12,3.31E-13,49.8053932,1.52455198,6.67E-12,1.77580701,616 prepare to stun
10:22.0,0.028810025,2.24E-13,1.05E-13,8.85E-11,3.61E-12,3.807986495,1.669279152,1.66E-10,1.939843278,616 prepare to stun
10:22.5,0.017716643,1.37E-13,4.03E-14,2.16E-11,3.67E-13,4.111511356,2.194402293,3.16E-11,2.34839637,616 prepare to stun
10:23.0,0.043055763,1.57E-13,1.33E-13,3.43E-12,2.83E-13,2.961365558,1.394746124,9.98E-12,1.711205214,616 prepare to stun
10:23.5,0.052703864,3.01E-13,2.66E-13,4.89E-12,8.34E-13,2.824156566,1.332658928,3.66E-12,1.662299555,616 prepare to stun
10:24.0,0.031620731,5.12E-14,1.16E-13,9.37E-11,3.17E-12,6.458143178,3.541047146,1.74E-10,3.570876246,616 prepare to stun
10:24.5,0.028054561,1.18E-13,1.31E-14,4.58E-12,1.39E-13,2.833621451,1.315803171,2.09E-11,1.647549083,616 prepare to stun
10:25.0,0.077174667,1.27E-12,1.74E-12,1.64E-10,2.13E-11,4.604132663,1.956502181,4.74E-10,2.273766724,616 prepare to stun
10:25.5,0.072310074,3.25E-13,1.26E-13,5.31E-11,2.37E-12,3.16350699,1.458358308,1.64E-10,1.758959581,616 prepare to stun
10:26.0,0.012230983,1.14E-13,5.76E-14,3.81E-11,6.10E-13,4.637128693,2.633693243,1.55E-10,2.66821092,616 prepare to stun
10:26.5,0.011748762,4.93E-13,4.36E-13,1.88E-11,2.13E-12,6.464531962,2.861800623,4.88E-11,2.888091685,616 prepare to stun
10:27.0,0.016476606,3.96E-13,3.23E-14,5.45E-12,8.61E-13,5.079197247,2.328753938,2.04E-11,2.502422445,616 prepare to stun
10:27.5,0.018559693,7.41E-14,3.70E-14,6.67E-11,9.34E-12,5.960141791,3.585336771,1.49E-10,3.579920038,616 prepare to stun
10:28.0,0.021035273,1.34E-14,6.86E-14,8.08E-12,3.63E-13,2.926211679,1.403151269,5.45E-11,1.714387236,616 prepare to stun
10:28.5,0.010389436,1.32E-13,4.47E-14,9.12E-12,1.64E-13,45.05280478,2.005326926,1.33E-10,2.57948796,616 prepare to stun
10:29.0,0.032141468,7.03E-13,1.09E-13,2.91E-09,2.79E-12,50.75867691,1.537744956,2.27E-08,1.726995011,616 prepare to stun
10:29.5,2.778296152,1.45E-07,1.11E-07,1.23E-06,3.65E-07,15.63530706,2.898425047,3.81E-06,3.103019477,616 prepare to stun
10:30.0,0.529953753,1.28E-14,1.55E-15,1.74E-08,4.27E-12,3.758027272,1.868716568,4.51E-08,2.111280663,616 prepare to stun
10:30.5,0.024450505,1.85E-15,1.32E-16,2.31E-12,1.06E-14,51.83310136,2.624747868,2.49E-09,2.075219788,616 prepare to stun
10:31.0,0.004031649,3.64E-15,6.90E-16,5.49E-15,2.36E-16,52.66131393,50.56539587,5.99E-11,1.883905046,616 prepare to stun
10:31.5,0.002499026,5.26E-15,5.85E-16,5.21E-16,3.86E-16,52.68491425,50.5432808,4.72E-13,3.628431707,616 prepare to stun
10:32.0,0.001696248,3.93E-15,1.62E-15,3.52E-16,4.18E-16,108.9601128,50.59398842,7.60E-15,11.55624529,616 prepare to stun
10:32.5,0.001094286,1.16E-15,6.06E-16,4.47E-16,7.34E-16,258.4095318,50.75414173,4.17E-15,9.274756709,616 prepare to stun
10:33.0,0.000774834,3.33E-15,8.67E-16,5.02E-16,9.10E-16,343.836788,51.01804916,8.36E-15,11.23436806,616 prepare to stun
10:33.5,0.000520799,1.50E-15,8.98E-16,7.99E-16,8.36E-16,443.2603091,52.49120231,5.80E-15,7.823864439,616 prepare to stun
10:34.0,0.000482423,3.33E-15,1.45E-16,7.20E-16,1.24E-16,450.5221464,97.48923789,5.06E-15,14.35863319,616 prepare to stun
10:34.5,0.00040038,1.81E-15,2.96E-16,2.06E-16,5.34E-17,480.3541507,157.9366474,2.56E-15,12.52596384,616 prepare to stun
10:35.0,0.000407191,5.22E-15,1.34E-16,7.54E-17,1.92E-16,487.1146183,172.3145985,5.96E-15,23.25055474,616 prepare to stun
10:35.5,0.000399066,1.60E-15,7.71E-16,5.86E-16,3.11E-16,488.3887406,216.5316498,3.98E-15,9.633661829,616 prepare to stun
10:36.0,0.000387517,2.44E-15,1.43E-15,4.74E-17,1.85E-16,487.714971,164.7157626,4.48E-15,10.22563956,616 prepare to stun
