 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.619077736,6.30E-12,2.82E-12,2.36E-10,6.73E-12,51.15022915,1.571911283,2.66E-10,1.572034961,Anaesthesia Stage 1 Start
00:00:01,0.512759353,8.39E-12,3.04E-12,1.45E-11,3.84E-12,49.97992504,1.445259169,2.73E-10,1.539737937,Anaesthesia Stage 1 Start
00:00:02,0.431368852,4.44E-12,4.13E-12,8.27E-11,7.10E-12,44.46780398,1.622971886,1.24E-10,1.758373104,Anaesthesia Stage 1 Start
00:00:03,0.361120011,6.68E-12,4.00E-12,2.65E-11,5.94E-12,51.07367146,1.379252884,5.28E-11,1.770300261,Anaesthesia Stage 1 Start
00:00:04,0.305038349,8.86E-12,1.79E-12,5.91E-11,6.13E-12,44.13670493,2.309206066,1.00E-10,2.402136723,Anaesthesia Stage 1 Start
00:00:05,0.257321661,5.38E-12,2.65E-12,2.35E-11,7.67E-12,25.35273367,1.6453124,5.73E-11,1.80933707,Anaesthesia Stage 1 Start
00:00:06,0.221429774,2.86E-12,2.00E-12,8.69E-12,2.85E-12,78.64718725,3.35157328,2.80E-11,3.619597801,Anaesthesia Stage 1 Start
00:00:07,0.196780949,5.62E-12,2.79E-12,3.19E-11,4.95E-12,62.79740846,3.714625727,7.87E-11,3.695047708,Anaesthesia Stage 1 Start
00:00:08,0.177489756,6.68E-12,2.03E-12,3.00E-11,8.19E-12,27.2115962,3.924024342,7.42E-11,3.976194191,Anaesthesia Stage 1 Start
00:00:09,0.16647501,7.57E-12,2.28E-12,1.45E-11,2.71E-12,86.61931399,3.361470124,4.15E-11,3.284495386,Anaesthesia Stage 1 Start
00:00:10,0.169270446,1.04E-11,2.77E-12,1.14E-11,3.96E-12,107.5064846,7.046513243,3.96E-11,3.748639555,Anaesthesia Stage 1 Start
00:00:11,0.171153283,9.99E-12,1.96E-12,6.25E-12,2.45E-12,126.0568552,14.5016309,3.04E-11,4.154835536,Anaesthesia Stage 1 Start
00:00:12,0.159443178,5.58E-12,8.26E-12,2.44E-11,4.22E-12,118.2897245,6.18041854,5.99E-11,2.830727319,Anaesthesia Stage 1 Start
00:00:13,0.145245554,1.59E-11,4.49E-12,2.59E-11,4.09E-12,92.71747923,2.955376688,7.46E-11,2.56846355,Anaesthesia Stage 1 Start
00:00:14,0.130741196,5.49E-12,2.11E-12,3.04E-11,4.49E-12,99.08639829,2.943475109,5.67E-11,2.811160274,Anaesthesia Stage 1 Start
00:00:15,0.117461151,6.37E-12,2.05E-12,3.81E-11,1.21E-11,63.83474845,3.604133473,1.01E-10,3.372335122,Anaesthesia Stage 1 Start
00:00:16,0.103676032,6.10E-12,2.68E-12,8.52E-12,5.13E-12,93.1969408,5.035516292,3.20E-11,5.21868112,Anaesthesia Stage 1 Start
00:00:17,0.098327297,7.36E-12,1.99E-12,8.24E-12,4.57E-12,70.68442604,1.791492933,4.23E-11,2.138741459,Anaesthesia Stage 1 Start
00:00:18,0.101946762,9.87E-12,4.91E-12,1.28E-11,2.82E-12,78.01584402,2.349144881,5.35E-11,1.965716868,Anaesthesia Stage 1 Start
00:00:19,0.098845707,1.88E-12,2.05E-12,1.76E-11,6.99E-12,28.63543056,1.92724424,7.73E-11,1.9016129,Anaesthesia Stage 1 Start
00:00:20,0.09133606,3.62E-12,7.39E-13,6.60E-11,1.12E-11,16.35232422,2.966295158,1.34E-10,2.919647777,Anaesthesia Stage 1 Start
