 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,1.425402966,1.23E-12,1.27E-12,5.37E-08,1.28E-11,2.384730653,1.489916494,5.67E-08,1.507779784,Anaesthesia Stage 0 Start
00:00:01,0.373299625,1.14E-12,3.79E-12,7.23E-10,2.17E-11,3.481205442,1.390337167,8.15E-10,1.629226623,Anaesthesia Stage 0 Start
00:00:02,2.750345733,4.74E-13,5.78E-13,6.66E-09,2.80E-11,2.32178905,1.503188161,3.81E-08,1.50059953,Anaesthesia Stage 0 Start
00:00:03,5.42439905,3.59E-12,1.01E-11,3.06E-09,7.00E-11,1.897846087,0.935628712,1.65E-08,1.485008614,Anaesthesia Stage 0 Start
00:00:04,5.547057011,1.37E-15,5.72E-16,1.78E-15,1.02E-16,1.813752488,0.750069352,2.23E-11,1.459142398,Anaesthesia Stage 0 Start
00:00:05,5.547060917,1.70E-15,5.81E-16,4.79E-16,2.01E-16,1.813530404,0.75000705,3.81E-15,1.459143304,Anaesthesia Stage 0 Start
00:00:06,5.547237725,9.43E-16,9.43E-16,2.39E-16,5.02E-16,1.81350556,0.750046269,4.00E-15,1.459144598,Anaesthesia Stage 0 Start
00:00:07,5.547225943,1.61E-15,6.12E-16,4.44E-16,1.51E-15,1.813497884,0.750044302,6.28E-15,1.459145121,Anaesthesia Stage 0 Start
00:00:08,5.547221898,8.25E-16,1.97E-16,6.20E-16,8.27E-16,1.813498103,0.750050772,4.13E-12,1.459145446,Anaesthesia Stage 0 Start
00:00:09,5.511017424,1.67E-13,4.95E-13,6.23E-10,6.87E-12,1.836235942,0.800790471,3.26E-09,1.463701538,Anaesthesia Stage 0 Start
00:00:10,4.373655178,5.09E-13,3.92E-13,1.92E-11,1.18E-12,2.197192332,1.461853725,8.94E-10,1.495951897,Anaesthesia Stage 0 Start
00:00:11,3.194095952,1.88E-13,6.41E-14,2.38E-11,5.21E-13,2.177035202,1.435396278,9.87E-11,1.49678418,Anaesthesia Stage 0 Start
00:00:12,2.47793015,1.74E-13,3.10E-13,3.75E-12,6.16E-13,1.950495346,1.363430587,3.39E-11,1.490250366,Anaesthesia Stage 0 Start
00:00:13,2.063182781,1.52E-13,2.29E-13,8.32E-11,9.80E-13,2.68248109,1.295364615,8.35E-10,1.656561926,Anaesthesia Stage 0 Start
00:00:14,1.745700853,1.46E-11,2.21E-11,9.25E-10,1.39E-10,2.800920789,1.500411693,4.41E-09,1.523453043,Anaesthesia Stage 0 Start
00:00:15,1.406100196,4.44E-13,4.11E-13,5.88E-12,1.02E-12,1.852879415,0.758382574,1.23E-10,1.479082742,Anaesthesia Stage 0 Start
00:00:16,1.394528757,7.58E-13,5.10E-13,4.74E-12,1.28E-12,1.903872542,1.010726695,3.57E-11,1.483662941,Anaesthesia Stage 0 Start
00:00:17,1.233287735,9.25E-13,4.29E-13,7.95E-12,2.72E-13,1.971692138,1.28024805,1.90E-11,1.495992664,Anaesthesia Stage 0 Start
00:00:18,0.984842953,3.40E-13,3.45E-13,1.24E-10,2.45E-12,2.648505362,1.513482211,3.96E-10,1.522499047,Anaesthesia Stage 0 Start
00:00:19,0.823398522,4.02E-13,1.46E-13,4.76E-12,3.41E-13,1.935376356,1.26281742,2.79E-11,1.48696066,Anaesthesia Stage 0 Start
00:00:20,0.692592124,2.88E-13,5.30E-14,1.27E-11,1.09E-13,2.171347548,1.310093982,3.97E-11,1.505638693,Anaesthesia Stage 0 Start
