 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,2.751420055,5.05E-13,2.69E-13,3.28E-09,5.52E-13,1.943293472,1.232520645,3.54E-09,1.485905353,Anaesthesia Stage 2 Start
00:00:01,2.366140872,8.52E-13,3.09E-13,1.08E-12,3.03E-13,1.936538098,1.244256189,3.03E-09,1.487310256,Anaesthesia Stage 2 Start
00:00:02,2.038658037,1.72E-12,5.58E-13,3.61E-12,2.31E-12,1.912384296,1.146922786,2.68E-11,1.479880278,Anaesthesia Stage 2 Start
00:00:03,1.68740964,7.14E-13,6.73E-13,1.49E-11,5.90E-13,1.977820929,1.366731059,1.48E-10,1.492267374,Anaesthesia Stage 3 Start
00:00:04,1.266703329,1.68E-12,2.23E-13,1.01E-11,3.73E-13,1.938118733,1.326575414,6.94E-11,1.484464104,Anaesthesia Stage 3 Start
00:00:05,1.070212209,1.31E-12,3.99E-13,9.75E-12,2.78E-12,1.940938725,1.114154576,2.90E-11,1.496337245,Anaesthesia Stage 3 Start
00:00:06,0.952876884,1.19E-12,3.47E-13,5.08E-12,1.82E-12,1.923732638,1.070370319,1.73E-11,1.488748522,Anaesthesia Stage 3 Start
00:00:07,0.834271517,8.76E-13,6.33E-13,9.45E-12,3.64E-12,1.943196203,1.224011127,2.14E-11,1.49128439,Anaesthesia Stage 3 Start
00:00:08,0.704385561,1.14E-12,5.07E-13,3.34E-12,1.79E-12,1.934497413,1.241625871,1.77E-11,1.485138964,Anaesthesia Stage 3 Start
00:00:09,0.538097234,5.23E-13,1.91E-13,2.59E-12,7.21E-13,2.408922358,1.462723103,1.12E-11,1.508892752,Anaesthesia Stage 3 Start
00:00:10,0.414416734,6.62E-13,5.66E-13,1.09E-11,1.84E-12,2.465076948,1.360859631,3.17E-11,1.509290421,Anaesthesia Stage 3 Start
00:00:11,0.271440576,1.01E-12,1.34E-12,1.75E-10,8.64E-12,2.27885157,1.377929387,6.33E-10,1.495762051,Anaesthesia Stage 3 Start
00:00:12,0.307041241,1.83E-12,2.54E-12,1.09E-09,3.60E-11,2.924392362,1.392243945,3.84E-09,1.671253416,Anaesthesia Stage 3 Start
00:00:13,0.121019248,8.70E-13,2.03E-12,2.26E-10,2.14E-11,7.019296833,2.312911436,6.59E-10,2.776651192,Anaesthesia Stage 3 Start
00:00:14,0.077655103,1.03E-12,4.09E-12,1.47E-11,4.60E-12,12.95032925,2.282933244,1.09E-10,2.3601168,Anaesthesia Stage 3 Start
00:00:15,0.095365107,1.34E-12,4.51E-12,1.17E-09,2.63E-11,2.700372687,1.462644803,3.69E-09,1.598095874,Anaesthesia Stage 3 Start
00:00:16,0.092425057,9.66E-13,1.40E-12,4.45E-10,1.81E-11,3.732760106,2.006104535,5.72E-10,2.068034463,Anaesthesia Stage 3 Start
00:00:17,0.248514552,9.61E-13,1.30E-12,3.01E-10,1.54E-11,4.522562045,1.196231577,4.52E-10,1.619130087,Anaesthesia Stage 3 Start
00:00:18,0.31570184,5.38E-12,8.23E-12,1.77E-10,8.34E-11,6.255284962,1.726569911,4.83E-10,1.891839365,Anaesthesia Stage 3 Start
00:00:19,0.114026006,2.87E-13,2.45E-13,2.52E-11,5.99E-13,2.177990762,1.483483796,4.97E-10,1.491564422,Anaesthesia Stage 3 Start
00:00:20,0.513887817,6.10E-12,7.53E-12,1.40E-09,5.52E-11,2.557460515,1.50517878,4.82E-09,1.515832624,Anaesthesia Stage 3 Start
