 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:00,0.130430632,3.90E-12,1.30E-12,9.69E-11,1.98E-11,51.57417009,50.39918659,1.82E-10,3.434492796, 
00:00:01,0.073206156,2.77E-12,1.71E-12,3.10E-11,1.26E-11,51.56651293,50.37273058,1.10E-10,1.863371987, 
00:00:02,0.047692227,2.26E-12,7.41E-13,1.45E-10,1.42E-11,51.49909896,50.11179571,2.37E-10,3.176062723, 
00:00:03,0.044778454,1.35E-12,1.42E-12,3.32E-10,1.21E-11,51.04680209,2.69296503,4.55E-10,2.381949725, 
00:00:04,0.034125062,2.21E-12,1.77E-12,3.83E-11,1.70E-11,50.69643674,2.696804936,1.56E-10,1.947937938, 
00:00:05,0.033816789,9.82E-13,1.20E-12,1.27E-10,1.06E-11,8.566570145,2.46383048,2.46E-10,2.451748696, 
00:00:06,0.031885155,1.94E-12,2.08E-12,1.22E-10,6.77E-12,13.66518651,2.906870758,1.40E-10,2.865678364, 
00:00:07,0.039577194,2.87E-12,7.06E-13,1.67E-10,1.48E-11,4.567428557,1.579644751,4.78E-10,1.780272873, 
00:00:08,0.035938678,2.24E-12,2.68E-12,5.93E-11,6.08E-12,9.65418111,1.767587361,1.45E-10,1.806935161, 
00:00:09,0.029318658,2.13E-12,2.14E-12,1.80E-10,2.04E-11,49.95948936,2.970209697,2.73E-10,2.881036835, 
00:00:10,0.03026661,2.35E-12,1.68E-12,5.88E-11,1.22E-11,8.041161154,1.723308731,1.53E-10,1.771421468, 
00:00:11,0.029540753,1.15E-12,1.29E-12,5.30E-11,2.20E-11,50.4253355,3.932553319,1.45E-10,3.827714627, 
00:00:12,0.034371081,2.10E-12,9.41E-13,2.13E-10,1.18E-11,5.893413958,2.746963542,3.10E-10,2.723549683, 
00:00:13,0.046591972,2.40E-12,5.72E-13,7.66E-11,8.24E-12,5.308475582,2.258674104,1.55E-10,2.446284053, 
00:00:14,0.040054921,2.84E-12,1.84E-12,7.86E-11,6.44E-12,13.60514756,2.591758918,1.07E-10,2.711528835, 
00:00:15,0.043661324,2.16E-12,4.07E-13,1.09E-10,6.02E-12,49.94395903,2.793621718,1.30E-10,2.693149672, 
00:00:16,0.034324752,3.81E-12,1.78E-12,4.34E-11,1.18E-11,49.62224494,2.175880978,1.22E-10,2.300422011, 
00:00:17,0.033084241,1.70E-12,1.96E-12,7.88E-11,2.84E-11,8.4021724,3.517127656,1.82E-10,3.514847278, 
00:00:18,0.038966495,1.72E-12,2.42E-12,2.80E-10,1.97E-11,4.825841181,3.035019253,3.85E-10,3.026289754, 
00:00:19,0.035150881,1.18E-12,7.50E-13,7.02E-11,1.53E-11,5.734421448,1.90415795,1.91E-10,2.515254498, 
00:00:20,0.043872293,2.50E-12,9.86E-13,8.41E-11,1.63E-11,8.067323829,1.911897196,1.96E-10,1.988467248, 
00:00:21,0.024292407,1.71E-12,1.48E-12,2.05E-11,2.20E-11,50.45267393,4.608341319,8.76E-11,4.569589572, 
00:00:22,0.044232337,1.81E-12,8.11E-13,3.15E-10,3.29E-11,4.755623787,2.712915954,6.33E-10,2.767114633, 
00:00:23,0.074122276,1.58E-12,2.97E-12,1.54E-10,1.63E-11,5.968920707,1.742317375,3.07E-10,2.932088015, 
00:00:24,0.026161098,1.82E-12,2.35E-12,5.64E-11,2.48E-11,8.465903755,4.20564705,1.59E-10,4.194651742, 
